ID,Age,Household Size,Occupations,Household ID
598,37,1,,104
599,67,2,,39119
600,19,3,FOOD,78459
601,37,6,WASTEMANAGEMENT,110789
602,23,2,,39119
603,15,4,,94087
604,6,4,,94087
605,43,1,,105
606,68,4,,94087
607,28,1,OTHER,106
608,55,2,,39120
609,26,3,FOOD,78460
610,17,3,,78460
611,45,2,,39120
612,33,3,HEALTHCARE,78460
613,18,2,,39121
614,23,4,,94088
615,73,4,,94088
616,10,3,,78461
617,38,4,INFORMATION,94088
618,17,3,,78461
619,17,4,,94088
620,51,4,,94089
621,27,1,,107
622,29,4,,94089
623,59,2,HEALTHCARE,39121
624,79,2,,39122
625,26,2,WASTEMANAGEMENT,39122
626,72,2,,39123
627,15,5,,106614
628,48,5,,106614
629,62,2,,39123
630,43,1,,108
631,30,4,,94089
632,42,2,,39124
633,28,5,,106614
634,3,5,,106615
635,23,4,SCIENTIFICTECHNICAL,94089
636,23,1,,109
637,35,2,,39124
638,30,4,,94090
639,22,3,HEALTHCARE,78461
640,13,1,,110
641,13,2,,39125
642,10,2,,39125
643,78,6,,110789
644,21,3,,78462
645,69,3,,78462
646,28,2,,39126
647,63,6,,110789
648,57,2,,39126
649,0,2,,39127
650,62,6,HEALTHCARE,110789
651,0,4,,94090
652,9,1,,111
653,11,3,,78462
654,21,3,SCIENTIFICTECHNICAL,78463
655,69,2,,39127
656,17,2,,39128
657,79,1,,112
658,64,4,FOOD,94090
659,30,2,FINANCEINSURANCE,39128
660,65,1,,113
661,53,3,ART,78463
662,17,3,,78463
663,61,2,OTHER,39129
664,2,1,,114
665,22,2,,39129
666,37,4,,94090
667,24,2,,39130
668,62,1,,115
669,68,2,,39130
670,89,3,,78464
671,43,5,FOOD,106615
672,70,2,,39131
673,6,5,,106615
674,84,4,,94091
675,7,2,,39131
676,63,4,ART,94091
677,27,2,,39132
678,52,5,,106615
679,10,3,,78464
680,44,2,HEALTHCARE,39132
681,21,4,FOOD,94091
682,63,1,,116
683,30,2,FOOD,39133
684,5,4,,94091
685,8,2,,39133
686,52,1,,117
687,27,4,,94092
688,37,6,,110789
689,34,2,,39134
690,30,1,,118
691,29,3,,78464
692,28,2,,39134
693,1,3,,78465
694,1,3,,78465
695,42,3,,78465
696,15,4,,94092
697,14,4,,94092
698,38,4,,94092
699,23,2,FOOD,39135
700,31,2,SCIENTIFICTECHNICAL,39135
701,12,1,,119
702,29,6,FOOD,110789
703,39,2,HEALTHCARE,39136
704,88,5,,106615
705,20,6,HEALTHCARE,110790
706,8,3,,78466
707,25,2,,39136
708,15,1,,120
709,17,4,,94093
710,26,5,,106616
711,67,1,,121
712,35,1,,122
713,36,2,HEALTHCARE,39137
714,36,1,HEALTHCARE,123
715,65,1,,124
716,65,2,REALESTATERENTAL,39137
717,6,5,,106616
718,24,5,FOOD,106616
719,29,4,FOOD,94093
720,79,2,,39138
721,38,2,,39138
722,24,4,,94093
723,26,1,,125
724,47,4,,94093
725,12,2,,39139
726,25,4,HEALTHCARE,94094
727,44,6,SCIENTIFICTECHNICAL,110790
728,64,4,,94094
729,74,4,,94094
730,62,5,,106616
731,19,2,,39139
732,20,3,SCIENTIFICTECHNICAL,78466
733,52,2,,39140
734,3,1,,126
735,12,4,,94094
736,67,5,,106616
737,3,3,,78466
738,18,2,FOOD,39140
739,98,3,,78467
740,23,3,,78467
741,13,2,,39141
742,22,3,FOOD,78467
743,61,5,,106617
744,7,5,,106617
745,24,1,,127
746,15,2,,39141
747,19,3,,78468
748,88,2,,39142
749,34,4,,94095
750,67,4,,94095
751,59,5,FINANCEINSURANCE,106617
752,39,3,WASTEMANAGEMENT,78468
753,73,4,,94095
754,23,2,OTHER,39142
755,63,3,HEALTHCARE,78468
756,61,6,,110790
757,14,4,,94095
758,7,2,,39143
759,49,4,SCIENTIFICTECHNICAL,94096
760,53,2,,39143
761,16,2,,39144
762,33,2,,39144
763,50,2,,39145
764,37,4,FINANCEINSURANCE,94096
765,15,2,,39145
766,51,3,,78469
767,65,2,,39146
768,15,2,,39146
769,22,4,,94096
770,6,3,,78469
771,22,2,,39147
772,45,3,FINANCEINSURANCE,78469
773,31,4,FINANCEINSURANCE,94096
774,36,1,,128
775,9,4,,94097
776,14,2,,39147
777,74,5,,106617
778,29,3,,78470
779,65,3,EDUCATION,78470
780,0,5,,106617
781,3,3,,78470
782,11,5,,106618
783,9,4,,94097
784,43,3,,78471
785,15,1,,129
786,83,3,,78471
787,7,1,,130
788,57,3,,78471
789,58,2,,39148
790,65,6,,110790
791,27,3,HEALTHCARE,78472
792,31,5,HEALTHCARE,106618
793,14,2,,39148
794,20,4,SCIENTIFICTECHNICAL,94097
795,24,2,HEALTHCARE,39149
796,38,1,,131
797,21,4,FINANCEINSURANCE,94097
798,0,2,,39149
799,25,4,WASTEMANAGEMENT,94098
800,23,2,FINANCEINSURANCE,39150
801,29,2,,39150
802,16,2,,39151
803,16,6,,110790
804,29,4,SCIENTIFICTECHNICAL,94098
805,53,3,,78472
806,28,4,,94098
807,78,2,,39151
808,14,2,,39152
809,7,4,,94098
810,56,5,,106618
811,30,3,,78472
812,51,4,HEALTHCARE,94099
813,26,1,,132
814,64,1,FINANCEINSURANCE,133
815,72,6,,110790
816,28,2,,39152
817,16,6,,110791
818,63,4,,94099
819,37,4,,94099
820,17,1,,134
821,2,4,,94099
822,56,3,WASTEMANAGEMENT,78473
823,18,2,,39153
824,25,3,WASTEMANAGEMENT,78473
825,46,3,,78473
826,53,6,,110791
827,55,2,HEALTHCARE,39153
828,20,2,,39154
829,79,2,,39154
830,47,2,HEALTHCARE,39155
831,15,5,,106618
832,25,4,,94100
833,10,5,,106618
834,36,2,,39155
835,2,3,,78474
836,90,3,,78474
837,63,6,,110791
838,1,2,,39156
839,30,1,SCIENTIFICTECHNICAL,135
840,0,2,,39156
841,41,2,,39157
842,11,1,,136
843,62,2,,39157
844,41,2,,39158
845,57,3,,78474
846,15,3,,78475
847,35,1,WASTEMANAGEMENT,137
848,1,6,,110791
849,35,4,,94100
850,32,5,,106619
851,20,2,,39158
852,17,2,,39159
853,54,4,FOOD,94100
854,56,2,HEALTHCARE,39159
855,50,3,HEALTHCARE,78475
856,44,2,HEALTHCARE,39160
857,54,3,HEALTHCARE,78475
858,42,2,,39160
859,24,3,OTHER,78476
860,44,2,,39161
861,61,4,,94100
862,4,1,,138
863,26,2,,39161
864,11,2,,39162
865,20,3,SCIENTIFICTECHNICAL,78476
866,7,6,,110791
867,97,3,,78476
868,19,4,,94101
869,6,2,,39162
870,2,3,,78477
871,30,2,,39163
872,5,4,,94101
873,19,5,,106619
874,20,4,,94101
875,22,3,,78477
876,62,5,,106619
877,51,2,HEALTHCARE,39163
878,44,5,HEALTHCARE,106619
879,44,3,SCIENTIFICTECHNICAL,78477
880,70,2,,39164
881,74,4,,94101
882,35,1,,139
883,52,3,,78478
884,51,2,,39164
885,24,2,HEALTHCARE,39165
886,18,2,FINANCEINSURANCE,39165
887,1,2,,39166
888,27,3,,78478
889,41,2,,39166
890,64,2,,39167
891,23,2,,39167
892,32,1,HEALTHCARE,140
893,31,4,WASTEMANAGEMENT,94102
894,69,4,,94102
895,73,2,,39168
896,8,2,,39168
897,79,4,,94102
898,43,2,HEALTHCARE,39169
899,20,2,,39169
900,12,2,,39170
901,23,4,FINANCEINSURANCE,94102
902,64,2,,39170
903,24,4,,94103
904,33,3,,78478
905,70,3,,78479
906,3,4,,94103
907,60,2,HEALTHCARE,39171
908,39,2,WASTEMANAGEMENT,39171
909,23,2,OTHER,39172
910,44,2,INFORMATION,39172
911,35,2,FINANCEINSURANCE,39173
912,39,3,,78479
913,74,2,,39173
914,24,6,INFORMATION,110791
915,14,5,,106619
916,48,2,FINANCEINSURANCE,39174
917,18,6,REALESTATERENTAL,110792
918,18,3,,78479
919,36,4,SCIENTIFICTECHNICAL,94103
920,17,4,,94103
921,67,2,,39174
922,57,2,FINANCEINSURANCE,39175
923,58,2,FOOD,39175
924,62,3,,78480
925,15,4,,94104
926,20,1,WASTEMANAGEMENT,141
927,79,1,,142
928,22,4,,94104
929,11,2,,39176
930,29,2,,39176
931,57,2,SCIENTIFICTECHNICAL,39177
932,36,3,HEALTHCARE,78480
933,30,2,,39177
934,20,2,,39178
935,99,5,,106620
936,29,2,OTHER,39178
937,57,3,SCIENTIFICTECHNICAL,78480
938,23,6,HEALTHCARE,110792
939,24,6,,110792
940,50,4,,94104
941,30,1,FOOD,143
942,51,1,,144
943,50,5,FOOD,106620
944,21,5,,106620
945,68,3,,78481
946,56,2,,39179
947,33,3,HEALTHCARE,78481
948,25,4,,94104
949,2,2,,39179
950,29,1,,145
951,44,1,,146
952,28,5,HEALTHCARE,106620
953,46,2,,39180
954,3,3,,78481
955,47,4,ART,94105
956,20,3,SCIENTIFICTECHNICAL,78482
957,25,1,,147
958,11,4,,94105
959,33,1,,148
960,28,3,,78482
961,34,2,,39180
962,17,2,,39181
963,10,2,,39181
964,28,5,,106620
965,64,1,HEALTHCARE,149
966,36,2,,39182
967,44,2,FINANCEINSURANCE,39182
968,28,1,SCIENTIFICTECHNICAL,150
969,36,1,SCIENTIFICTECHNICAL,151
970,1,2,,39183
971,29,4,,94105
972,21,4,,94105
973,32,2,HEALTHCARE,39183
974,14,3,,78482
975,88,4,,94106
976,53,1,FOOD,152
977,42,1,,153
978,35,5,,106621
979,55,5,HEALTHCARE,106621
980,3,2,,39184
981,48,4,FOOD,94106
982,56,1,,154
983,55,4,,94106
984,30,4,HEALTHCARE,94106
985,63,1,,155
986,68,3,,78483
987,34,2,,39184
988,20,2,,39185
989,76,3,,78483
990,27,1,EDUCATION,156
991,73,6,,110792
992,46,2,FINANCEINSURANCE,39185
993,52,3,,78483
994,6,2,,39186
995,38,4,ART,94107
996,66,2,,39186
997,51,3,HEALTHCARE,78484
998,35,2,WASTEMANAGEMENT,39187
999,22,3,,78484
1000,81,4,,94107
1001,56,1,,157
1002,24,1,SCIENTIFICTECHNICAL,158
1003,47,1,,159
1004,9,3,,78484
1005,57,4,HEALTHCARE,94107
1006,14,2,,39187
1007,61,3,,78485
1008,12,1,,160
1009,51,3,,78485
1010,29,1,,161
1011,45,4,FOOD,94107
1012,21,1,,162
1013,47,2,,39188
1014,21,4,HEALTHCARE,94108
1015,44,3,,78485
1016,19,2,HEALTHCARE,39188
1017,65,4,FOOD,94108
1018,28,3,,78486
1019,50,4,,94108
1020,32,4,,94108
1021,11,3,,78486
1022,23,5,FINANCEINSURANCE,106621
1023,8,3,,78486
1024,65,5,,106621
1025,37,1,,163
1026,27,3,,78487
1027,23,3,,78487
1028,8,3,,78487
1029,65,2,FINANCEINSURANCE,39189
1030,52,3,,78488
1031,29,2,FOOD,39189
1032,77,3,,78488
1033,96,4,,94109
1034,54,5,HEALTHCARE,106621
1035,43,2,,39190
1036,24,2,WASTEMANAGEMENT,39190
1037,20,3,HEALTHCARE,78488
1038,11,3,,78489
1039,12,1,,164
1040,10,2,,39191
1041,81,3,,78489
1042,14,2,,39191
1043,93,4,,94109
1044,5,1,,165
1045,73,4,,94109
1046,51,4,,94109
1047,67,3,,78489
1048,66,4,,94110
1049,26,4,FINANCEINSURANCE,94110
1050,64,2,FOOD,39192
1051,70,2,,39192
1052,21,2,WASTEMANAGEMENT,39193
1053,15,1,,166
1054,8,4,,94110
1055,51,4,,94110
1056,18,2,,39193
1057,9,4,,94111
1058,74,2,,39194
1059,49,3,,78490
1060,20,5,,106622
1061,5,2,,39194
1062,18,3,FOOD,78490
1063,11,4,,94111
1064,100,2,,39195
1065,51,4,FINANCEINSURANCE,94111
1066,28,2,,39195
1067,55,4,,94111
1068,9,6,,110792
1069,27,1,,167
1070,82,3,,78490
1071,53,6,,110792
1072,13,2,,39196
1073,68,3,,78491
1074,20,3,,78491
1075,74,4,,94112
1076,10,4,,94112
1077,45,2,FINANCEINSURANCE,39196
1078,29,2,,39197
1079,54,6,,110793
1080,60,1,,168
1081,51,2,,39197
1082,21,1,,169
1083,36,3,,78491
1084,26,5,,106622
1085,27,4,REALESTATERENTAL,94112
1086,49,1,,170
1087,36,4,,94112
1088,27,3,,78492
1089,31,4,,94113
1090,59,6,HEALTHCARE,110793
1091,18,4,HEALTHCARE,94113
1092,92,2,,39198
1093,71,2,,39198
1094,24,1,,171
1095,77,5,,106622
1096,27,2,,39199
1097,51,4,OTHER,94113
1098,64,2,,39199
1099,33,1,,172
1100,29,4,,94113
1101,52,1,HEALTHCARE,173
1102,87,3,,78492
1103,7,4,,94114
1104,20,4,HEALTHCARE,94114
1105,1,3,,78492
1106,3,5,,106622
1107,25,2,,39200
1108,25,4,FINANCEINSURANCE,94114
1109,19,3,,78493
1110,26,1,FOOD,174
1111,51,1,SCIENTIFICTECHNICAL,175
1112,1,5,,106622
1113,52,4,,94114
1114,2,1,,176
1115,31,5,,106623
1116,35,2,,39200
1117,0,3,,78493
1118,94,1,,177
1119,0,1,,178
1120,77,4,,94115
1121,34,4,WASTEMANAGEMENT,94115
1122,63,2,,39201
1123,27,5,,106623
1124,52,1,,179
1125,2,2,,39201
1126,12,3,,78493
1127,71,4,,94115
1128,37,5,HEALTHCARE,106623
1129,74,4,,94115
1130,46,4,INFORMATION,94116
1131,63,2,,39202
1132,51,1,,180
1133,23,4,HEALTHCARE,94116
1134,17,3,,78494
1135,79,2,,39202
1136,49,4,,94116
1137,56,5,,106623
1138,62,6,,110793
1139,77,1,,181
1140,41,3,,78494
1141,24,1,,182
1142,57,1,,183
1143,11,2,,39203
