ID,Age,Household Size,Occupations,Household ID
391,55,1,HEALTHCARE,34
392,14,5,,26735
393,37,3,,18472
394,59,5,,26735
395,40,2,,7453
396,28,5,,26735
397,48,2,,7454
398,68,3,,18472
399,52,3,,18472
400,7,3,,18473
401,28,1,FOOD,35
402,63,5,,26735
403,80,3,,18473
404,58,2,,7454
405,63,2,SCIENTIFICTECHNICAL,7455
406,9,6,,28823
407,35,6,,28823
408,15,2,,7455
409,22,2,,7456
410,61,2,,7456
411,5,6,,28823
412,43,2,,7457
413,79,2,,7457
414,52,3,,18473
415,31,4,,22871
416,71,5,,26736
417,21,5,,26736
418,42,6,,28823
419,53,1,FOOD,36
420,78,4,,22871
421,31,3,,18474
422,21,2,,7458
423,34,5,,26736
424,13,4,,22872
425,20,1,,37
426,52,3,,18474
427,52,2,,7458
428,49,1,,38
429,39,2,,7459
430,55,3,,18474
431,4,5,,26736
432,72,4,,22872
433,50,2,FOOD,7459
434,14,3,,18475
435,26,2,FOOD,7460
436,19,2,,7460
437,62,1,,39
438,73,2,,7461
439,74,6,,28823
440,64,5,HEALTHCARE,26736
441,75,5,,26737
442,41,4,,22872
443,20,3,,18475
444,41,2,ART,7461
445,23,6,,28823
446,52,4,,22872
447,50,5,,26737
448,69,6,,28824
449,79,2,,7462
450,31,5,,26737
451,35,4,,22873
452,30,4,,22873
453,40,2,,7462
454,34,3,HEALTHCARE,18475
455,6,6,,28824
456,37,2,,7463
457,16,4,,22873
458,99,3,,18476
459,13,4,,22873
460,33,2,SCIENTIFICTECHNICAL,7463
461,64,5,HEALTHCARE,26737
462,40,5,,26737
463,68,5,,26738
464,67,6,,28824
465,53,3,,18476
466,19,2,,7464
467,9,2,,7464
468,58,4,,22874
469,8,4,,22874
470,38,5,WASTEMANAGEMENT,26738
471,51,3,,18476
472,8,5,,26738
473,10,3,,18477
474,39,2,HEALTHCARE,7465
475,0,4,,22874
476,59,2,,7465
477,46,5,,26738
478,6,4,,22874
479,61,3,,18477
480,38,5,,26738
481,77,4,,22875
482,66,2,,7466
483,32,3,,18477
484,12,1,,40
485,57,2,,7466
486,38,4,,22875
487,59,4,,22875
488,38,3,,18478
489,23,3,,18478
490,48,3,,18478
491,55,6,,28824
492,8,5,,26739
493,36,2,,7467
494,68,1,,41
495,69,4,,22875
496,10,3,,18479
497,7,3,,18479
498,2,4,,22876
499,22,6,,28824
500,18,1,,42
501,70,2,,7467
502,74,2,,7468
503,19,3,,18479
504,12,1,,43
505,1,3,,18480
506,59,1,FOOD,44
507,11,4,,22876
508,57,5,FOOD,26739
509,53,5,,26739
510,12,3,,18480
511,82,4,,22876
512,54,2,,7468
513,35,6,,28824
514,27,6,SCIENTIFICTECHNICAL,28825
515,56,3,,18480
516,2,3,,18481
517,13,4,,22876
518,24,4,,22877
519,8,4,,22877
520,52,2,,7469
521,0,1,,45
522,64,1,,46
523,54,2,,7469
524,66,4,,22877
525,51,3,,18481
526,25,4,,22877
527,10,4,,22878
528,46,2,,7470
529,58,2,,7470
530,11,3,,18481
531,0,2,,7471
532,35,4,,22878
533,1,6,,28825
534,15,4,,22878
535,15,3,,18482
536,19,1,,47
537,29,4,,22878
538,13,1,,48
539,12,6,,28825
540,65,2,,7471
541,72,4,,22879
542,47,2,,7472
543,61,4,,22879
544,77,2,,7472
545,53,2,,7473
546,55,4,,22879
547,2,3,,18482
548,18,2,,7473
549,48,6,,28825
550,75,4,,22879
551,59,2,,7474
552,67,3,,18482
553,64,6,,28825
554,32,3,,18483
555,46,2,HEALTHCARE,7474
556,38,6,,28825
557,66,3,,18483
558,49,2,,7475
559,59,2,,7475
560,67,5,,26739
561,52,6,FOOD,28826
562,69,3,,18483
563,15,6,,28826
564,23,3,FOOD,18484
565,60,6,,28826
566,18,6,,28826
567,6,5,,26739
568,62,3,,18484
569,47,5,,26740
570,12,6,,28826
571,23,4,,22880
572,18,4,,22880
573,12,2,,7476
574,5,5,,26740
575,2,4,,22880
576,31,4,,22880
577,60,1,,49
578,69,3,,18484
579,37,3,,18485
580,51,2,,7476
581,19,3,,18485
582,16,5,,26740
583,47,3,,18485
584,4,5,,26740
585,69,6,,28826
586,12,5,,26740
587,9,4,,22881
588,35,4,,22881
589,31,1,,50
590,77,1,,51
591,39,2,,7477
592,50,4,,22881
593,0,2,,7477
594,58,6,,28827
595,18,1,INFORMATION,52
596,5,6,,28827
597,74,2,,7478
598,4,3,,18486
599,51,6,,28827
600,64,4,,22881
601,20,2,OTHER,7478
602,65,2,,7479
603,54,2,,7479
604,61,2,SCIENTIFICTECHNICAL,7480
605,74,5,,26741
606,23,2,,7480
607,54,5,FOOD,26741
608,76,6,,28827
609,27,3,,18486
610,25,2,,7481
611,53,2,,7481
612,0,4,,22882
613,47,1,,53
614,17,2,,7482
615,55,1,,54
616,40,1,,55
617,43,2,,7482
618,37,4,,22882
619,4,4,,22882
620,33,4,FOOD,22882
621,76,6,,28827
622,23,3,,18486
623,57,4,,22883
624,56,2,,7483
625,32,6,,28827
626,50,2,,7483
627,38,3,,18487
628,45,6,,28828
629,56,3,,18487
630,32,1,,56
631,5,4,,22883
632,60,4,,22883
633,39,3,ART,18487
634,61,3,,18488
635,24,2,,7484
636,32,1,,57
637,35,2,,7484
638,63,5,,26741
639,67,2,,7485
640,48,2,,7485
641,5,2,,7486
642,24,1,HEALTHCARE,58
643,12,4,,22883
644,89,5,,26741
645,8,2,,7486
646,19,2,,7487
647,48,5,,26741
648,54,2,,7487
649,53,4,,22884
650,2,2,,7488
651,19,1,,59
652,31,2,,7488
653,10,2,,7489
654,1,1,,60
655,47,3,,18488
656,6,2,,7489
657,32,4,FOOD,22884
658,30,2,,7490
659,68,4,,22884
660,42,4,,22884
661,68,3,,18488
662,72,3,,18489
663,56,2,HEALTHCARE,7490
664,46,1,,61
665,54,2,,7491
666,24,4,,22885
667,8,3,,18489
668,86,6,,28828
669,54,2,ART,7491
670,28,2,,7492
671,53,1,,62
672,55,4,SCIENTIFICTECHNICAL,22885
673,90,3,,18489
674,49,2,,7492
675,69,4,,22885
676,27,2,,7493
677,73,2,,7493
678,85,2,,7494
679,44,5,,26742
680,31,2,,7494
681,58,3,,18490
682,30,6,,28828
683,4,3,,18490
684,40,3,,18490
685,20,4,HEALTHCARE,22885
686,1,3,,18491
687,66,5,,26742
688,77,3,,18491
689,49,3,,18491
690,53,2,FOOD,7495
691,32,4,,22886
692,47,2,,7495
693,2,1,,63
694,15,4,,22886
695,14,4,,22886
696,59,2,,7496
697,24,5,,26742
698,19,6,,28828
699,74,2,,7496
700,64,2,FOOD,7497
701,8,2,,7497
702,60,2,,7498
703,64,3,,18492
704,14,3,,18492
705,60,2,,7498
706,38,2,,7499
707,10,2,,7499
708,96,5,,26742
709,54,2,,7500
710,93,2,,7500
711,20,3,,18492
712,50,5,,26742
713,57,2,,7501
714,74,4,,22886
715,78,3,,18493
716,22,2,,7501
717,57,4,,22887
718,50,5,SCIENTIFICTECHNICAL,26743
719,33,4,,22887
720,76,2,,7502
721,32,2,,7502
722,12,1,,64
723,52,1,,65
724,99,2,,7503
725,5,1,,66
726,52,5,,26743
727,35,2,,7503
728,46,2,,7504
729,45,2,,7504
730,28,4,,22887
731,60,5,,26743
732,27,3,FOOD,18493
733,34,2,,7505
734,48,3,,18493
735,45,2,WASTEMANAGEMENT,7505
736,15,4,,22887
737,67,2,,7506
738,12,3,,18494
739,27,4,,22888
740,75,2,,7506
741,47,2,,7507
742,0,4,,22888
743,51,2,,7507
744,3,2,,7508
745,6,4,,22888
746,5,3,,18494
747,14,2,,7508
748,15,2,,7509
749,29,4,,22888
750,67,3,,18494
751,27,2,,7509
752,27,4,,22889
753,34,5,,26743
754,13,4,,22889
755,23,6,,28828
756,15,3,,18495
757,10,2,,7510
758,74,1,,67
759,29,3,,18495
760,61,3,FOOD,18495
761,45,2,FOOD,7510
762,92,3,,18496
763,39,3,,18496
764,65,3,,18496
765,47,5,,26743
766,40,3,,18497
767,14,3,,18497
768,39,2,,7511
769,36,2,,7511
770,57,4,SCIENTIFICTECHNICAL,22889
771,80,5,,26744
772,68,2,,7512
773,17,2,,7512
774,28,1,,68
775,11,2,,7513
776,68,2,,7513
777,16,5,,26744
778,60,6,,28828
779,71,2,,7514
780,20,1,,69
781,19,2,,7514
782,27,4,,22889
783,26,6,,28829
784,38,5,,26744
785,65,4,,22890
786,60,5,,26744
787,50,2,,7515
788,40,4,FOOD,22890
789,28,2,,7515
790,61,5,,26744
791,27,2,,7516
792,5,6,,28829
793,46,3,,18497
794,2,4,,22890
795,65,4,,22890
796,64,2,,7516
797,4,2,,7517
798,73,1,,70
799,62,2,,7517
800,43,4,,22891
801,65,2,,7518
802,42,3,,18498
803,53,1,,71
804,35,3,,18498
805,55,2,,7518
806,31,3,,18498
807,61,2,,7519
808,14,4,,22891
809,2,5,,26745
810,9,3,,18499
811,78,2,,7519
812,69,2,,7520
813,22,2,HEALTHCARE,7520
814,60,5,FOOD,26745
815,0,5,,26745
816,63,1,,72
817,20,5,WASTEMANAGEMENT,26745
818,37,3,HEALTHCARE,18499
819,52,5,,26745
820,57,2,,7521
821,55,3,FOOD,18499
822,53,4,,22891
823,59,4,,22891
824,60,6,,28829
825,67,4,,22892
826,1,2,,7521
827,35,1,,73
828,63,3,,18500
829,91,5,,26746
830,66,4,,22892
831,28,5,,26746
832,14,3,,18500
833,49,4,,22892
834,53,2,,7522
835,5,5,,26746
836,12,3,,18500
837,62,1,,74
838,37,3,FOOD,18501
839,15,5,,26746
840,64,4,,22892
841,79,5,,26746
842,47,3,,18501
843,8,6,,28829
844,40,2,,7522
845,31,3,,18501
846,30,6,HEALTHCARE,28829
847,47,3,,18502
848,1,5,,26747
849,50,2,,7523
850,53,6,,28829
851,57,4,,22893
852,41,3,,18502
853,51,1,,75
854,72,4,,22893
855,4,5,,26747
856,59,3,SCIENTIFICTECHNICAL,18502
857,3,3,,18503
858,67,2,,7523
859,3,2,,7524
860,42,4,,22893
861,78,5,,26747
862,38,2,FOOD,7524
863,41,6,,28830
864,31,2,,7525
865,19,2,,7525
866,79,2,,7526
867,12,2,,7526
868,69,4,,22893
869,5,2,,7527
870,78,1,,76
871,64,2,,7527
872,63,3,,18503
873,6,2,,7528
874,46,2,,7528
875,45,2,,7529
876,98,5,,26747
877,45,1,,77
878,10,3,,18503
879,39,4,,22894
880,5,2,,7529
881,55,2,,7530
882,14,3,,18504
883,56,3,,18504
884,53,1,,78
885,38,3,,18504
886,9,2,,7530
887,54,2,,7531
888,51,3,FOOD,18505
889,85,6,,28830
890,3,6,,28830
891,46,3,,18505
892,74,3,,18505
893,18,2,,7531
894,55,4,,22894
895,19,2,HEALTHCARE,7532
896,9,1,,79
897,1,2,,7532
898,8,2,,7533
899,26,5,,26747
900,27,1,,80
901,62,5,,26748
902,32,2,FINANCEINSURANCE,7533
903,68,3,,18506
904,65,2,,7534
905,66,1,,81
906,35,2,HEALTHCARE,7534
907,47,5,,26748
908,83,2,,7535
909,2,5,,26748
910,15,3,,18506
911,31,2,,7535
912,15,4,,22894
913,33,2,,7536
914,24,2,,7536
915,26,2,,7537
916,63,2,,7537
917,13,3,,18506
918,16,4,,22894
919,17,3,,18507
920,64,2,HEALTHCARE,7538
921,49,4,,22895
922,15,1,,82
923,5,2,,7538
924,61,3,,18507
925,13,3,,18507
926,60,1,,83
927,75,6,,28830
928,78,2,,7539
929,43,3,HEALTHCARE,18508
930,9,2,,7539
931,35,3,,18508
932,20,3,,18508
933,78,2,,7540
934,13,5,,26748
935,43,6,,28830
936,3,4,,22895
937,33,3,,18509
938,37,2,,7540
939,4,2,,7541
940,19,4,,22895
941,0,2,,7541
942,73,2,,7542
943,2,1,,84
944,49,5,,26748
945,74,1,,85
946,22,3,SCIENTIFICTECHNICAL,18509
947,34,2,,7542
948,74,3,,18509
949,65,2,,7543
950,73,4,,22895
951,31,2,,7543
952,63,3,,18510
953,57,4,,22896
954,39,5,,26749
955,37,2,,7544
956,51,3,,18510
957,66,6,,28830
958,49,5,,26749
959,13,5,,26749
960,46,1,,86
961,78,1,,87
962,3,3,,18510
963,20,5,FOOD,26749
964,38,3,,18511
965,65,4,,22896
966,32,4,,22896
967,70,2,,7544
968,10,4,,22896
969,68,2,,7545
970,58,1,,88
971,39,2,,7545
972,17,1,,89
973,81,2,,7546
974,0,3,,18511
975,59,4,,22897
976,43,2,,7546
977,26,2,,7547
978,67,2,,7547
979,18,2,,7548
980,63,2,,7548
981,57,2,HEALTHCARE,7549
982,8,4,,22897
983,66,4,,22897
984,69,1,,90
985,63,4,,22897
986,40,4,,22898
987,14,5,,26749
988,72,6,,28831
989,64,2,,7549
990,68,2,,7550
991,66,1,,91
992,45,4,,22898
993,71,4,,22898
994,69,5,,26750
995,60,4,,22898
996,21,5,,26750
997,53,2,FOOD,7550
998,77,4,,22899
999,32,3,,18511
1000,74,2,,7551
1001,4,3,,18512
1002,51,2,,7551
1003,13,1,,92
1004,6,3,,18512
1005,36,5,,26750
1006,68,4,,22899
1007,64,3,,18512
1008,68,2,,7552
1009,33,4,,22899
1010,52,3,SCIENTIFICTECHNICAL,18513
1011,24,4,,22899
1012,68,5,,26750
1013,56,1,FOOD,93
1014,69,2,,7552
1015,31,5,,26750
1016,30,4,,22900
1017,1,2,,7553
1018,21,5,,26751
1019,37,3,,18513
1020,10,2,,7553
1021,64,5,HEALTHCARE,26751
1022,33,4,,22900
1023,63,5,,26751
1024,40,5,,26751
1025,34,5,,26751
1026,49,4,,22900
1027,54,5,FINANCEINSURANCE,26752
1028,3,2,,7554
1029,36,3,FOOD,18513
1030,76,5,,26752
1031,16,2,,7554
1032,43,5,,26752
1033,76,4,,22900
1034,3,2,,7555
1035,46,2,,7555
1036,18,2,,7556
1037,99,4,,22901
1038,32,4,,22901
1039,80,2,,7556
1040,51,3,,18514
1041,61,6,,28831
1042,23,6,,28831
1043,57,3,HEALTHCARE,18514
1044,30,5,,26752
1045,3,2,,7557
1046,53,4,,22901
1047,55,5,SCIENTIFICTECHNICAL,26752
1048,50,2,,7557
1049,28,6,,28831
1050,12,4,,22901
1051,63,2,,7558
1052,30,2,,7558
1053,62,3,,18514
1054,65,5,,26753
1055,35,2,SCIENTIFICTECHNICAL,7559
1056,63,2,ART,7559
1057,32,3,OTHER,18515
1058,70,2,,7560
1059,67,6,,28831
1060,4,2,,7560
1061,41,2,,7561
1062,77,2,,7561
1063,42,1,HEALTHCARE,94
1064,12,1,,95
1065,40,2,WASTEMANAGEMENT,7562
1066,4,2,,7562
1067,2,4,,22902
1068,37,5,,26753
1069,63,3,,18515
1070,79,4,,22902
1071,4,1,,96
1072,62,6,,28831
1073,66,4,,22902
1074,32,5,,26753
1075,55,1,,97
1076,50,6,,28832
1077,73,1,,98
1078,52,6,,28832
1079,6,5,,26753
1080,14,3,,18515
1081,66,4,,22902
1082,61,2,FOOD,7563
1083,37,3,,18516
1084,13,5,,26753
1085,11,1,,99
1086,45,2,,7563
1087,4,4,,22903
1088,67,4,,22903
1089,48,1,,100
1090,18,3,,18516
1091,51,6,,28832
1092,55,3,,18516
1093,50,1,,101
1094,26,3,HEALTHCARE,18517
1095,29,2,,7564
1096,44,4,,22903
1097,11,4,,22903
1098,9,2,,7564
1099,68,2,,7565
1100,29,4,,22904
1101,30,4,,22904
1102,35,2,,7565
1103,28,6,FOOD,28832
1104,33,2,FOOD,7566
1105,8,4,,22904
1106,63,2,,7566
1107,66,4,,22904
1108,95,3,,18517
1109,59,4,,22905
1110,32,3,,18517
1111,18,4,,22905
1112,14,4,,22905
1113,52,1,,102
1114,60,4,,22905
1115,53,1,,103
1116,37,4,,22906
1117,58,3,,18518
1118,50,3,,18518
1119,54,1,,104
1120,11,2,,7567
1121,84,4,,22906
1122,15,2,,7567
1123,30,3,,18518
1124,11,4,,22906
1125,18,4,,22906
1126,65,3,,18519
1127,19,3,,18519
1128,17,6,,28832
1129,37,2,,7568
1130,37,1,,105
1131,22,4,,22907
1132,67,2,,7568
1133,62,2,,7569
1134,69,5,,26754
1135,1,5,,26754
1136,25,4,,22907
1137,25,5,,26754
1138,15,2,,7569
1139,61,3,,18519
1140,63,3,,18520
1141,88,5,,26754
1142,61,4,,22907
1143,72,3,,18520
1144,51,5,,26754
1145,24,1,,106
1146,1,1,,107
1147,26,1,REALESTATERENTAL,108
1148,66,3,,18520
1149,49,5,,26755
1150,1,2,,7570
1151,68,4,,22907
1152,14,4,,22908
1153,18,3,HEALTHCARE,18521
1154,47,2,,7570
1155,27,2,SCIENTIFICTECHNICAL,7571
1156,79,1,,109
1157,48,2,,7571
1158,72,4,,22908
1159,24,5,,26755
1160,47,2,,7572
1161,34,4,,22908
1162,60,2,,7572
1163,23,2,,7573
1164,48,2,HEALTHCARE,7573
1165,2,4,,22908
1166,3,2,,7574
1167,54,4,,22909
1168,5,1,,110
1169,5,2,,7574
1170,58,3,,18521
1171,47,5,SCIENTIFICTECHNICAL,26755
1172,55,2,,7575
1173,22,3,,18521
1174,11,2,,7575
1175,53,3,HEALTHCARE,18522
1176,59,3,INFORMATION,18522
1177,1,5,,26755
1178,94,3,,18522
1179,24,4,,22909
1180,34,4,,22909
1181,16,2,,7576
1182,27,5,SCIENTIFICTECHNICAL,26755
1183,19,4,,22909
1184,66,4,,22910
1185,50,4,,22910
1186,3,4,,22910
1187,29,4,HEALTHCARE,22910
1188,47,4,,22911
1189,32,4,,22911
1190,59,3,,18523
1191,0,4,,22911
1192,54,2,,7576
1193,77,5,,26756
1194,34,4,,22911
1195,18,3,,18523
1196,40,1,FOOD,111
1197,27,5,,26756
1198,69,5,,26756
1199,18,1,,112
1200,64,1,,113
1201,47,2,,7577
1202,14,1,,114
1203,41,4,,22912
1204,2,4,,22912
1205,17,2,,7577
1206,47,2,,7578
1207,26,1,,115
1208,37,4,,22912
1209,76,3,,18523
1210,52,3,,18524
1211,64,6,,28832
1212,4,5,,26756
1213,28,6,SCIENTIFICTECHNICAL,28833
1214,35,5,,26756
1215,100,5,,26757
1216,56,4,,22912
1217,49,1,,116
1218,71,4,,22913
1219,95,6,,28833
1220,15,6,,28833
1221,27,4,,22913
1222,24,5,,26757
1223,91,5,,26757
1224,13,2,,7578
1225,6,2,,7579
1226,63,2,,7579
1227,66,3,,18524
1228,62,2,,7580
1229,40,5,,26757
1230,13,2,,7580
1231,20,6,,28833
1232,26,4,,22913
1233,86,6,,28833
1234,63,4,SCIENTIFICTECHNICAL,22913
1235,56,2,,7581
1236,29,2,,7581
1237,6,6,,28833
1238,20,5,,26757
1239,50,3,FOOD,18524
1240,79,3,,18525
1241,28,4,INFORMATION,22914
1242,24,2,,7582
1243,47,4,,22914
1244,29,5,,26758
1245,68,3,,18525
1246,68,3,,18525
1247,11,6,,28834
1248,19,5,,26758
1249,0,2,,7582
1250,17,3,,18526
1251,33,6,,28834
1252,70,1,,117
1253,39,4,,22914
1254,37,2,,7583
1255,18,2,,7583
1256,89,2,,7584
1257,56,2,,7584
1258,16,3,,18526
1259,22,2,,7585
1260,59,3,HEALTHCARE,18526
1261,31,6,,28834
1262,67,2,,7585
1263,21,2,,7586
1264,2,2,,7586
1265,39,4,,22914
1266,48,2,,7587
1267,52,3,FINANCEINSURANCE,18527
1268,66,2,,7587
1269,32,1,,118
1270,38,5,,26758
1271,53,2,,7588
1272,4,6,,28834
1273,59,4,,22915
1274,11,2,,7588
1275,26,2,HEALTHCARE,7589
1276,92,3,,18527
1277,61,6,,28834
1278,3,2,,7589
1279,30,2,,7590
1280,51,5,,26758
1281,20,3,,18527
1282,60,1,,119
1283,13,3,,18528
1284,61,6,,28834
1285,0,1,,120
