ID,Age,Household Size,Occupations
121,41,6,HEALTHCARE
122,17,4,
123,93,1,
124,60,2,Unemployed
125,76,2,
126,17,5,
127,17,2,
128,25,3,Unemployed
129,24,5,HEALTHCARE
130,13,3,
131,33,4,Unemployed
132,33,6,Unemployed
133,91,2,
134,9,5,
135,27,2,INFORMATION
136,18,6,Unemployed
137,73,2,
138,21,2,Unemployed
139,25,2,Unemployed
140,58,2,Unemployed
141,54,2,FOOD
142,30,3,FOOD
143,51,3,Unemployed
144,59,4,HEALTHCARE
145,68,6,
146,64,1,HEALTHCARE
147,61,5,Unemployed
148,64,1,HEALTHCARE
149,14,2,
150,55,2,Unemployed
151,79,2,
152,3,2,
153,65,2,Unemployed
154,45,5,Unemployed
155,4,2,
156,62,4,HEALTHCARE
157,32,1,HEALTHCARE
158,57,4,Unemployed
159,76,2,
160,78,6,
161,55,5,FOOD
162,33,1,HEALTHCARE
163,2,2,
164,98,1,
165,54,6,Unemployed
166,14,2,
167,31,2,Unemployed
168,48,3,Unemployed
169,66,1,
170,79,3,
171,46,1,Unemployed
172,96,4,
173,43,2,Unemployed
174,65,4,Unemployed
175,42,3,Unemployed
176,4,3,
177,1,2,
178,52,1,Unemployed
179,71,2,
180,6,5,
181,3,3,
182,12,6,
183,42,5,FOOD
184,21,5,Unemployed
185,65,5,Unemployed
186,5,5,
187,0,4,
188,34,1,Unemployed
189,3,1,
190,42,2,Unemployed
191,45,2,Unemployed
192,69,2,
193,9,2,
194,72,3,
195,54,5,HEALTHCARE
196,23,4,Unemployed
197,46,4,Unemployed
198,53,2,Unemployed
199,78,3,
200,31,5,Unemployed
201,77,1,
202,79,6,
203,38,3,HEALTHCARE
204,59,2,Unemployed
205,28,4,UTILITIES
206,57,2,Unemployed
207,16,3,
208,1,2,
209,8,4,
210,51,6,FOOD
211,51,4,Unemployed
212,45,3,Unemployed
213,68,6,
214,64,2,Unemployed
215,81,4,
216,38,3,Unemployed
217,63,4,Unemployed
218,62,1,Unemployed
219,32,2,Unemployed
220,24,2,Unemployed
221,49,4,Unemployed
222,65,2,HEALTHCARE
223,13,2,
224,70,2,
225,39,1,Unemployed
226,4,1,
227,58,6,Unemployed
228,43,1,HEALTHCARE
229,56,3,Unemployed
230,48,2,Unemployed
231,0,2,
232,54,2,Unemployed
233,42,2,Unemployed
234,15,1,
235,79,6,
236,79,3,
237,77,3,
238,68,6,
239,99,4,
240,66,3,
241,22,1,Unemployed
242,61,1,Unemployed
243,7,1,
244,1,2,
245,17,5,
246,22,5,HEALTHCARE
247,24,2,Unemployed
248,28,2,HEALTHCARE
249,55,2,WASTEMANAGEMENT
250,52,3,OTHER
251,20,1,Unemployed
252,83,4,
253,61,2,Unemployed
254,66,4,
255,37,3,Unemployed
256,13,1,
257,53,6,Unemployed
258,42,3,Unemployed
259,61,2,WASTEMANAGEMENT
260,32,2,Unemployed
261,64,2,WASTEMANAGEMENT
262,73,2,
263,43,4,FOOD
264,13,1,
265,97,2,
266,63,2,Unemployed
267,69,2,
268,41,3,HEALTHCARE
269,69,2,
270,77,3,
271,54,1,Unemployed
272,5,2,
273,65,4,Unemployed
274,16,1,
275,67,2,
276,15,1,
277,72,1,
278,30,4,Unemployed
279,25,2,FOOD
280,68,4,
281,66,2,
282,39,3,HEALTHCARE
283,63,4,Unemployed
284,74,5,
285,15,2,
286,23,2,Unemployed
287,84,6,
288,51,5,Unemployed
289,15,3,
290,32,3,HEALTHCARE
291,52,4,Unemployed
292,56,6,SCIENTIFICTECHNICAL
293,56,1,Unemployed
294,40,2,Unemployed
295,5,2,
296,24,5,Unemployed
297,35,4,Unemployed
298,33,2,Unemployed
299,51,4,HEALTHCARE
300,55,1,Unemployed
301,44,4,Unemployed
302,26,6,HEALTHCARE
303,19,3,Unemployed
304,2,1,
305,16,1,
306,6,2,
307,60,2,Unemployed
308,79,1,
309,62,4,Unemployed
310,74,5,
311,50,3,FOOD
312,7,4,
313,28,4,FINANCEINSURANCE
314,66,4,
315,10,5,
316,21,4,Unemployed
317,39,1,Unemployed
318,0,2,
319,19,2,Unemployed
320,56,3,Unemployed
321,76,3,
322,33,2,HEALTHCARE
323,90,1,
324,43,3,Unemployed
325,37,6,Unemployed
326,31,5,Unemployed
327,55,3,Unemployed
328,60,4,Unemployed
329,2,4,
330,32,2,Unemployed
331,29,2,HEALTHCARE
332,22,6,Unemployed
333,32,1,Unemployed
334,14,4,
335,42,3,Unemployed
336,21,1,Unemployed
337,44,1,Unemployed
338,30,3,Unemployed
339,22,5,Unemployed
340,73,2,
341,52,4,Unemployed
342,99,2,
343,8,5,
344,39,2,Unemployed
345,1,3,
346,49,2,Unemployed
347,69,4,
348,45,2,Unemployed
349,85,2,
350,47,2,Unemployed
351,32,2,Unemployed
352,45,1,HEALTHCARE
353,54,3,Unemployed
354,63,2,Unemployed
355,64,1,Unemployed
356,43,2,HEALTHCARE
357,74,2,
358,40,2,Unemployed
359,3,5,
360,49,2,HEALTHCARE
361,78,3,
362,51,5,Unemployed
363,55,1,WASTEMANAGEMENT
364,3,2,
365,58,4,Unemployed
366,64,4,Unemployed
367,47,4,Unemployed
368,61,4,Unemployed
369,44,2,HEALTHCARE
370,47,3,UTILITIES
371,69,6,
372,19,3,Unemployed
373,93,2,
374,55,3,Unemployed
375,61,2,Unemployed
376,6,4,
377,95,4,
378,33,5,HEALTHCARE
379,100,2,
380,56,2,Unemployed
381,57,3,Unemployed
382,100,4,
383,60,2,OTHER
384,70,2,
385,32,4,Unemployed
386,30,2,Unemployed
387,77,2,
388,56,4,SCIENTIFICTECHNICAL
389,19,3,Unemployed
390,67,4,
391,26,2,Unemployed
392,12,1,
393,46,3,Unemployed
394,26,1,HEALTHCARE
395,39,2,Unemployed
396,6,6,
397,66,3,
398,10,2,
399,35,2,FOOD
400,12,3,
401,48,1,Unemployed
402,38,2,FOOD
403,9,2,
404,14,6,
405,5,5,
406,71,4,
407,65,2,SCIENTIFICTECHNICAL
408,90,4,
409,93,5,
410,74,2,
411,27,3,Unemployed
412,76,3,
413,94,3,
414,68,2,
415,11,3,
416,35,3,Unemployed
417,11,2,
418,58,6,Unemployed
419,28,3,Unemployed
420,33,5,Unemployed
421,14,3,
422,72,1,
423,53,3,Unemployed
424,62,4,Unemployed
425,46,5,Unemployed
426,45,6,HEALTHCARE
427,77,3,
428,0,2,
429,95,2,
430,29,3,Unemployed
431,62,5,Unemployed
432,5,1,
433,40,2,Unemployed
434,56,6,Unemployed
435,45,3,FINANCEINSURANCE
436,0,4,
437,63,1,HEALTHCARE
438,37,2,HEALTHCARE
439,54,2,WASTEMANAGEMENT
440,39,2,Unemployed
441,13,2,
442,43,2,Unemployed
443,12,2,
444,41,2,Unemployed
445,45,3,HEALTHCARE
446,14,3,
447,66,1,
448,4,2,
449,63,1,Unemployed
450,3,2,
451,7,1,
452,12,2,
453,52,3,Unemployed
454,74,3,
455,82,2,
456,58,4,Unemployed
457,70,5,
458,46,2,HEALTHCARE
459,44,6,Unemployed
460,26,2,WASTEMANAGEMENT
461,39,4,Unemployed
462,22,2,Unemployed
463,60,6,Unemployed
464,6,6,
465,42,5,Unemployed
466,79,2,
467,45,2,SCIENTIFICTECHNICAL
468,16,2,
469,24,3,HEALTHCARE
470,0,4,
471,45,2,HEALTHCARE
472,61,2,Unemployed
473,24,5,Unemployed
474,60,5,FOOD
475,57,3,FOOD
476,11,3,
477,67,2,
478,72,3,
479,85,2,
480,72,2,
481,31,4,Unemployed
482,60,2,Unemployed
483,66,3,
484,35,2,HEALTHCARE
485,71,2,
486,25,3,Unemployed
487,5,4,
488,35,4,Unemployed
489,18,2,HEALTHCARE
490,69,4,
491,11,2,
492,94,2,
493,43,2,Unemployed
494,6,4,
495,17,4,
496,36,1,Unemployed
497,39,1,Unemployed
498,35,1,Unemployed
499,16,3,
500,40,3,Unemployed
501,44,5,HEALTHCARE
502,52,3,Unemployed
503,43,2,Unemployed
504,57,1,Unemployed
505,12,1,
506,1,2,
507,21,2,FOOD
508,56,1,Unemployed
509,62,1,Unemployed
510,12,2,
511,46,6,HEALTHCARE
512,60,6,Unemployed
513,48,3,Unemployed
514,12,4,
515,38,6,Unemployed
516,94,5,
517,67,4,
518,2,2,
519,7,5,
520,74,2,
521,20,2,Unemployed
522,82,2,
523,36,2,Unemployed
524,68,2,
525,36,2,Unemployed
526,79,2,
527,0,4,
528,15,2,
529,65,1,Unemployed
530,37,5,Unemployed
531,60,2,Unemployed
532,66,1,
533,64,4,Unemployed
534,36,2,HEALTHCARE
535,21,4,Unemployed
536,10,6,
537,31,3,Unemployed
538,65,6,INFORMATION
539,76,1,
540,76,4,
541,89,2,
542,79,2,
543,55,4,FOOD
544,34,2,Unemployed
545,37,3,Unemployed
546,68,1,
547,64,4,HEALTHCARE
548,73,3,
549,50,3,Unemployed
550,41,2,Unemployed
551,11,3,
552,79,1,
553,46,1,SCIENTIFICTECHNICAL
554,29,2,Unemployed
555,62,3,Unemployed
556,68,4,
557,55,5,Unemployed
558,33,2,Unemployed
559,39,2,Unemployed
560,49,3,HEALTHCARE
561,28,1,FINANCEINSURANCE
562,56,3,Unemployed
563,41,4,Unemployed
564,40,2,Unemployed
565,60,5,Unemployed
566,38,2,Unemployed
567,76,4,
568,43,2,Unemployed
569,52,4,FOOD
570,37,2,FINANCEINSURANCE
571,3,2,
572,19,2,HEALTHCARE
573,61,2,Unemployed
574,16,2,
575,46,2,Unemployed
576,55,2,Unemployed
577,10,2,
578,63,2,Unemployed
579,7,3,
580,27,4,Unemployed
581,30,6,Unemployed
582,2,4,
583,17,5,
584,68,6,
585,34,2,Unemployed
586,11,5,
587,2,2,
588,55,3,HEALTHCARE
589,97,3,
590,47,2,Unemployed
591,40,6,HEALTHCARE
592,65,5,Unemployed
593,78,1,
594,2,2,
595,36,1,Unemployed
596,0,1,
597,23,4,Unemployed
598,89,5,
599,55,1,Unemployed
600,61,3,HEALTHCARE
601,31,2,Unemployed
602,75,4,
603,55,4,HEALTHCARE
604,41,1,Unemployed
605,81,4,
606,57,1,HEALTHCARE
607,45,6,Unemployed
608,62,4,Unemployed
609,14,4,
610,26,4,Unemployed
611,8,1,
612,52,2,Unemployed
613,17,2,
614,40,2,FINANCEINSURANCE
615,69,3,
616,49,1,Unemployed
617,66,2,
618,78,1,
619,60,2,Unemployed
620,20,2,Unemployed
621,76,2,
622,74,2,
623,63,2,Unemployed
624,58,5,Unemployed
625,10,1,
626,75,1,
627,99,2,
628,13,1,
629,92,3,
630,40,6,Unemployed
631,79,6,
632,7,2,
633,47,4,Unemployed
634,33,3,Unemployed
635,78,2,
636,51,2,Unemployed
637,41,3,Unemployed
638,59,6,Unemployed
639,20,1,Unemployed
640,76,2,
641,34,6,Unemployed
642,25,4,Unemployed
643,69,6,
644,68,2,
645,63,1,Unemployed
646,81,4,
647,63,2,FOOD
648,78,2,
649,5,3,
650,62,2,SCIENTIFICTECHNICAL
651,1,4,
652,21,4,Unemployed
653,78,2,
654,27,5,HEALTHCARE
655,35,4,Unemployed
656,4,5,
657,97,2,
658,14,2,
659,5,2,
660,79,1,
661,51,2,Unemployed
662,72,2,
663,41,4,Unemployed
664,36,3,SCIENTIFICTECHNICAL
665,1,4,
666,1,4,
667,40,2,Unemployed
668,16,3,
669,39,2,Unemployed
670,50,6,Unemployed
671,32,5,Unemployed
672,52,4,Unemployed
673,25,2,WASTEMANAGEMENT
674,55,2,Unemployed
675,48,2,FINANCEINSURANCE
676,6,2,
677,59,2,Unemployed
678,66,2,
679,66,2,
680,32,4,Unemployed
681,51,4,Unemployed
682,41,2,Unemployed
683,18,3,Unemployed
684,55,4,HEALTHCARE
685,72,2,
686,52,2,HEALTHCARE
687,83,2,
688,20,5,Unemployed
689,19,5,HEALTHCARE
690,13,6,
691,31,6,Unemployed
692,48,4,Unemployed
693,69,2,
694,14,2,
695,13,4,
696,55,3,FINANCEINSURANCE
697,55,6,Unemployed
698,49,5,Unemployed
699,8,3,
700,77,4,
701,86,5,
702,3,2,
703,84,5,
704,8,4,
705,30,2,Unemployed
706,62,4,Unemployed
707,50,4,Unemployed
708,43,6,Unemployed
709,32,4,Unemployed
710,29,3,Unemployed
711,68,4,
712,14,2,
713,29,2,Unemployed
714,47,5,HEALTHCARE
715,53,2,Unemployed
716,83,2,
717,99,6,
718,29,5,Unemployed
719,73,5,
720,51,4,Unemployed
721,56,1,Unemployed
722,27,2,WASTEMANAGEMENT
723,38,4,Unemployed
724,76,4,
725,4,3,
726,1,2,
727,34,2,Unemployed
728,33,1,Unemployed
729,65,4,HEALTHCARE
730,58,4,FOOD
731,8,2,
732,6,2,
733,60,3,Unemployed
734,70,2,
735,10,4,
736,10,3,
737,73,3,
738,14,4,
739,5,6,
740,15,2,
741,87,1,
742,67,4,
743,48,3,Unemployed
744,50,2,Unemployed
745,53,5,Unemployed
746,39,2,Unemployed
747,59,5,Unemployed
748,62,4,Unemployed
749,39,3,Unemployed
750,41,3,Unemployed
751,84,1,
752,33,4,Unemployed
753,3,6,
754,11,2,
755,78,2,
756,27,4,Unemployed
757,23,1,Unemployed
758,47,2,WASTEMANAGEMENT
759,69,2,
760,53,1,Unemployed
761,55,5,Unemployed
762,51,5,Unemployed
763,33,4,FOOD
764,46,3,Unemployed
765,53,1,Unemployed
766,6,2,
767,69,2,
768,28,2,Unemployed
769,71,2,
770,71,2,
771,44,1,Unemployed
772,27,2,Unemployed
773,49,2,Unemployed
774,17,6,
775,61,5,HEALTHCARE
776,68,2,
777,0,1,
778,25,3,Unemployed
779,34,3,Unemployed
780,70,5,
781,36,4,Unemployed
782,49,1,WASTEMANAGEMENT
783,99,2,
784,62,2,Unemployed
785,13,2,
786,59,3,Unemployed
787,24,3,OTHER
788,59,5,Unemployed
789,33,5,Unemployed
790,57,3,Unemployed
791,48,4,Unemployed
792,2,4,
793,20,1,Unemployed
794,69,2,
795,69,2,
796,7,2,
797,35,1,Unemployed
798,63,5,Unemployed
799,65,2,Unemployed
800,54,2,FINANCEINSURANCE
801,74,2,
802,70,6,
803,3,5,
804,35,1,Unemployed
805,67,1,
806,44,2,Unemployed
807,16,4,
808,65,6,Unemployed
809,52,2,Unemployed
810,54,3,Unemployed
811,30,3,Unemployed
812,10,6,
813,74,4,
814,75,1,
815,33,1,Unemployed
816,24,1,FOOD
817,39,4,Unemployed
818,59,1,Unemployed
819,3,4,
820,90,2,
821,11,1,
822,16,2,
823,72,2,
824,73,2,
825,47,6,HEALTHCARE
826,6,6,
827,5,6,
828,12,6,
829,56,2,Unemployed
830,54,1,FOOD
831,5,2,
832,29,3,Unemployed
833,14,2,
834,23,2,Unemployed
835,5,5,
836,76,1,
837,94,6,
838,77,4,
839,14,5,
840,17,2,
841,36,4,Unemployed
842,11,2,
843,31,4,HEALTHCARE
844,26,5,HEALTHCARE
845,4,2,
846,79,4,
847,73,4,
848,16,6,
849,63,6,HEALTHCARE
850,68,3,
851,32,2,Unemployed
852,63,2,Unemployed
853,56,3,HEALTHCARE
854,61,2,Unemployed
855,36,3,Unemployed
856,49,2,Unemployed
857,48,2,HEALTHCARE
858,16,3,
859,53,2,Unemployed
860,56,1,OTHER
861,16,1,
862,41,2,SCIENTIFICTECHNICAL
863,64,1,Unemployed
864,78,2,
865,84,3,
866,2,1,
867,11,4,
868,11,2,
869,28,3,Unemployed
870,89,2,
871,50,2,Unemployed
872,12,1,
873,67,4,
874,15,2,
875,6,4,
876,43,4,HEALTHCARE
877,67,5,
878,72,2,
879,76,3,
880,49,6,Unemployed
881,31,2,Unemployed
882,65,1,WASTEMANAGEMENT
883,45,2,Unemployed
884,86,2,
885,9,2,
886,26,6,Unemployed
887,22,4,FINANCEINSURANCE
888,44,2,Unemployed
889,32,1,Unemployed
890,27,2,HEALTHCARE
891,52,4,FOOD
892,5,1,
893,27,5,WASTEMANAGEMENT
894,43,2,Unemployed
895,73,5,
896,11,2,
897,89,2,
898,60,4,Unemployed
899,21,4,HEALTHCARE
900,44,5,Unemployed
901,50,3,Unemployed
902,59,2,OTHER
903,80,2,
904,8,3,
905,51,2,Unemployed
906,45,2,Unemployed
907,47,1,Unemployed
908,60,4,Unemployed
909,48,2,Unemployed
910,23,2,Unemployed
911,67,4,
912,26,5,Unemployed
913,36,2,FOOD
914,39,4,Unemployed
915,63,2,Unemployed
916,49,4,Unemployed
917,13,4,
918,51,5,Unemployed
919,72,2,
920,94,4,
921,64,2,Unemployed
922,37,2,WASTEMANAGEMENT
923,49,3,SCIENTIFICTECHNICAL
924,62,5,Unemployed
925,48,4,FOOD
926,73,1,
927,31,6,Unemployed
928,46,1,Unemployed
929,16,2,
930,4,5,
931,45,3,Unemployed
932,42,4,OTHER
933,56,2,UTILITIES
934,93,3,
935,47,6,UTILITIES
936,56,6,Unemployed
937,68,2,
938,63,4,Unemployed
939,98,6,
940,74,2,
941,67,2,
942,11,2,
943,73,4,
944,13,4,
945,14,2,
946,48,1,Unemployed
947,12,1,
948,56,1,Unemployed
949,59,2,FINANCEINSURANCE
950,24,2,FOOD
951,85,4,
952,52,2,Unemployed
953,45,3,Unemployed
954,49,2,Unemployed
955,30,1,Unemployed
956,86,3,
957,23,1,Unemployed
958,50,2,Unemployed
959,74,4,
960,12,3,
961,64,6,Unemployed
962,38,1,Unemployed
963,15,2,
964,70,2,
965,53,4,HEALTHCARE
966,70,4,
967,43,2,HEALTHCARE
968,31,5,Unemployed
969,29,4,HEALTHCARE
970,74,3,
971,70,5,
972,63,6,Unemployed
973,47,2,Unemployed
974,64,6,Unemployed
975,74,2,
976,55,1,Unemployed
977,46,4,Unemployed
978,37,2,Unemployed
979,38,3,Unemployed
980,11,1,
981,1,2,
982,7,2,
983,85,4,
984,33,5,Unemployed
985,7,2,
986,24,2,Unemployed
987,60,3,EDUCATION
988,67,2,
989,62,4,Unemployed
990,35,4,HEALTHCARE
991,64,2,Unemployed
992,10,5,
993,37,4,FINANCEINSURANCE
994,13,2,
995,76,2,
996,13,4,
997,79,2,
998,29,4,HEALTHCARE
999,24,6,HEALTHCARE
1000,39,2,WASTEMANAGEMENT
1001,56,4,Unemployed
1002,60,2,Unemployed
1003,66,1,
1004,17,3,
1005,5,2,
1006,42,4,EDUCATION
1007,4,5,
1008,0,3,
1009,98,5,
1010,45,2,Unemployed
1011,30,3,Unemployed
1012,64,5,Unemployed
1013,75,4,
1014,48,2,REALESTATERENTAL
1015,20,2,HEALTHCARE
1016,32,4,Unemployed
1017,43,2,Unemployed
1018,64,4,SCIENTIFICTECHNICAL
1019,27,2,Unemployed
1020,73,4,
1021,69,2,
1022,32,2,OTHER
1023,36,2,Unemployed
1024,24,5,HEALTHCARE
1025,31,5,Unemployed
1026,41,4,Unemployed
1027,51,6,HEALTHCARE
1028,39,3,Unemployed
1029,16,6,
1030,3,1,
1031,56,3,HEALTHCARE
1032,65,2,HEALTHCARE
1033,63,4,HEALTHCARE
1034,67,1,
1035,16,4,
1036,64,3,Unemployed
1037,10,4,
1038,66,6,
1039,64,4,HEALTHCARE
1040,89,4,
1041,44,2,Unemployed
1042,49,2,HEALTHCARE
1043,12,2,
1044,58,5,Unemployed
1045,21,4,Unemployed
1046,55,3,Unemployed
1047,59,4,Unemployed
1048,33,2,WASTEMANAGEMENT
1049,63,2,Unemployed
1050,87,3,
1051,51,6,Unemployed
1052,54,2,Unemployed
1053,60,5,Unemployed
1054,64,3,Unemployed
1055,48,4,WASTEMANAGEMENT
1056,17,6,
1057,34,1,Unemployed
1058,20,2,SCIENTIFICTECHNICAL
1059,36,2,HEALTHCARE
1060,34,1,Unemployed
1061,94,3,
1062,8,3,
1063,68,4,
1064,31,2,FINANCEINSURANCE
1065,59,3,HEALTHCARE
1066,35,2,Unemployed
1067,58,2,Unemployed
1068,68,2,
1069,19,2,UTILITIES
1070,77,5,
1071,37,2,OTHER
1072,97,2,
1073,93,4,
1074,42,5,Unemployed
1075,68,4,
1076,71,6,
1077,15,3,
1078,5,2,
1079,6,1,
1080,42,6,Unemployed
1081,1,2,
1082,50,2,Unemployed
1083,100,3,
1084,28,2,Unemployed
1085,57,6,HEALTHCARE
1086,0,4,
1087,44,2,Unemployed
1088,78,5,
1089,9,2,
1090,8,4,
1091,2,4,
1092,54,2,Unemployed
1093,66,2,
1094,13,2,
1095,73,4,
1096,17,5,
1097,19,2,Unemployed
1098,99,2,
1099,62,2,Unemployed
1100,53,4,HEALTHCARE
1101,57,2,Unemployed
1102,60,2,Unemployed
1103,34,4,Unemployed
1104,16,4,
1105,45,6,OTHER
1106,63,2,Unemployed
1107,36,2,FINANCEINSURANCE
1108,47,3,Unemployed
1109,62,2,Unemployed
1110,19,2,Unemployed
1111,52,3,Unemployed
1112,63,5,Unemployed
1113,83,2,
1114,73,2,
1115,24,3,Unemployed
1116,5,6,
1117,39,2,Unemployed
1118,66,2,
1119,88,1,
1120,19,4,Unemployed
1121,9,3,
1122,56,6,Unemployed
1123,52,4,FINANCEINSURANCE
1124,36,1,Unemployed
1125,63,5,Unemployed
1126,11,2,
1127,51,3,Unemployed
1128,32,2,FINANCEINSURANCE
1129,69,6,
1130,18,3,Unemployed
1131,68,2,
1132,50,2,HEALTHCARE
1133,59,5,Unemployed
1134,65,1,Unemployed
1135,16,2,
1136,47,1,Unemployed
1137,7,5,
1138,11,2,
1139,7,2,
1140,11,3,
1141,95,2,
1142,3,4,
1143,40,3,Unemployed
1144,8,3,
1145,17,4,
1146,1,1,
1147,48,2,HEALTHCARE
1148,1,3,
1149,54,2,Unemployed
1150,37,2,FOOD
1151,13,2,
1152,6,6,
1153,5,5,
1154,52,2,Unemployed
1155,54,4,Unemployed
1156,91,3,
1157,61,4,Unemployed
1158,54,1,Unemployed
1159,59,4,Unemployed
1160,24,2,HEALTHCARE
1161,48,1,HEALTHCARE
1162,19,5,Unemployed
1163,69,2,
1164,8,3,
1165,72,2,
1166,41,4,Unemployed
1167,62,1,Unemployed
1168,96,3,
1169,58,6,HEALTHCARE
1170,45,4,HEALTHCARE
1171,32,6,Unemployed
1172,21,1,Unemployed
1173,86,2,
1174,42,6,Unemployed
1175,9,4,
1176,35,2,Unemployed
1177,26,2,EDUCATION
1178,66,2,
1179,6,2,
1180,4,5,
1181,30,3,Unemployed
1182,90,2,
1183,5,4,
1184,36,4,Unemployed
1185,28,1,WASTEMANAGEMENT
1186,51,2,Unemployed
1187,19,1,Unemployed
1188,67,1,
1189,0,4,
1190,38,2,Unemployed
1191,56,2,WASTEMANAGEMENT
1192,79,1,
1193,40,2,Unemployed
1194,39,2,FOOD
1195,1,2,
1196,58,2,HEALTHCARE
1197,60,6,Unemployed
1198,41,2,Unemployed
1199,2,3,
1200,94,2,
1201,98,4,
1202,68,2,
1203,29,5,HEALTHCARE
1204,72,2,
1205,46,6,Unemployed
1206,10,1,
1207,9,3,
1208,12,4,
1209,41,5,Unemployed
1210,34,1,Unemployed
1211,2,4,
1212,8,6,
1213,4,2,
1214,50,3,SCIENTIFICTECHNICAL
1215,37,2,HEALTHCARE
1216,38,4,WASTEMANAGEMENT
1217,61,3,Unemployed
1218,32,6,Unemployed
1219,34,1,Unemployed
1220,75,2,
1221,46,2,FOOD
1222,62,4,Unemployed
1223,25,3,Unemployed
1224,26,3,SCIENTIFICTECHNICAL
1225,76,2,
1226,4,2,
1227,13,2,
1228,3,1,
1229,0,1,
1230,75,5,
1231,63,1,Unemployed
1232,65,6,HEALTHCARE
1233,60,5,Unemployed
1234,28,1,Unemployed
1235,76,6,
1236,16,2,
1237,31,2,HEALTHCARE
1238,68,1,
1239,12,1,
1240,30,3,Unemployed
1241,1,5,
1242,7,2,
1243,50,5,Unemployed
1244,63,2,Unemployed
1245,0,5,
1246,88,4,
1247,37,4,Unemployed
1248,22,3,Unemployed
1249,3,2,
1250,60,2,Unemployed
1251,87,2,
1252,56,5,Unemployed
1253,47,2,HEALTHCARE
1254,59,6,Unemployed
1255,91,3,
1256,13,2,
1257,38,3,FINANCEINSURANCE
1258,37,2,Unemployed
1259,66,1,
1260,45,3,UTILITIES
1261,12,4,
1262,5,1,
1263,55,6,SCIENTIFICTECHNICAL
1264,52,5,Unemployed
1265,22,2,SCIENTIFICTECHNICAL
1266,52,2,Unemployed
1267,1,6,
1268,32,2,Unemployed
1269,28,5,Unemployed
1270,10,1,
1271,65,2,Unemployed
1272,66,2,
1273,4,2,
1274,9,1,
1275,41,2,SCIENTIFICTECHNICAL
1276,68,3,
1277,3,6,
1278,32,2,Unemployed
1279,79,2,
1280,99,4,
1281,28,2,FINANCEINSURANCE
1282,11,4,
1283,47,2,Unemployed
1284,37,3,Unemployed
1285,37,6,HEALTHCARE
1286,71,2,
1287,19,2,OTHER
1288,38,2,Unemployed
1289,57,1,Unemployed
1290,54,1,Unemployed
1291,63,2,FOOD
1292,46,2,Unemployed
1293,52,2,HEALTHCARE
1294,1,5,
1295,34,2,Unemployed
1296,38,5,Unemployed
1297,32,2,Unemployed
1298,27,4,Unemployed
1299,32,2,HEALTHCARE
1300,74,3,
1301,59,5,Unemployed
1302,65,2,Unemployed
1303,32,4,Unemployed
1304,66,2,
1305,53,2,Unemployed
1306,21,2,Unemployed
1307,31,2,HEALTHCARE
1308,10,5,
1309,78,4,
1310,37,6,Unemployed
1311,66,3,
1312,64,2,Unemployed
1313,14,1,
1314,59,6,Unemployed
