ID,Age,Household Size,Occupations
191,57,5,SCIENTIFICTECHNICAL
192,52,4,Unemployed
193,62,5,Unemployed
194,72,3,
195,6,2,
196,19,3,Unemployed
197,37,2,Unemployed
198,42,2,Unemployed
199,51,5,Unemployed
200,58,5,Unemployed
201,31,2,Unemployed
202,49,5,OTHER
203,38,1,HEALTHCARE
204,4,4,
205,49,5,Unemployed
206,53,3,Unemployed
207,23,1,Unemployed
208,4,2,
209,18,1,Unemployed
210,1,3,
211,12,4,
212,41,5,HEALTHCARE
213,73,2,
214,53,2,HEALTHCARE
215,55,4,HEALTHCARE
216,56,2,Unemployed
217,42,2,Unemployed
218,8,3,
219,14,2,
220,5,4,
221,26,3,Unemployed
222,7,5,
223,35,4,Unemployed
224,16,2,
225,27,2,WASTEMANAGEMENT
226,53,3,SCIENTIFICTECHNICAL
227,13,3,
228,64,2,Unemployed
229,21,3,ART
230,21,4,Unemployed
231,16,3,
232,42,4,Unemployed
233,31,1,Unemployed
234,65,1,SCIENTIFICTECHNICAL
235,37,3,SCIENTIFICTECHNICAL
236,85,4,
237,30,6,Unemployed
238,52,5,Unemployed
239,18,2,Unemployed
240,31,6,Unemployed
241,38,2,FOOD
242,3,5,
243,11,4,
244,42,3,Unemployed
245,23,3,HEALTHCARE
246,28,2,Unemployed
247,8,5,
248,56,2,Unemployed
249,46,2,Unemployed
250,5,4,
251,57,2,Unemployed
252,54,4,WASTEMANAGEMENT
253,22,2,Unemployed
254,67,3,
255,42,3,Unemployed
256,10,2,
257,16,3,
258,12,4,
259,7,4,
260,26,3,Unemployed
261,7,3,
262,38,4,Unemployed
263,2,6,
264,58,2,FOOD
265,67,3,
266,0,2,
267,99,2,
268,33,4,FINANCEINSURANCE
269,28,4,Unemployed
270,50,2,Unemployed
271,13,4,
272,26,2,FINANCEINSURANCE
273,51,3,Unemployed
274,46,4,Unemployed
275,42,3,WASTEMANAGEMENT
276,29,2,Unemployed
277,56,4,Unemployed
278,49,5,Unemployed
279,65,6,SCIENTIFICTECHNICAL
280,9,6,
281,8,2,
282,40,2,Unemployed
283,17,3,
284,32,2,Unemployed
285,60,4,Unemployed
286,51,4,Unemployed
287,46,5,Unemployed
288,2,2,
289,16,4,
290,14,3,
291,69,4,
292,28,3,Unemployed
293,12,4,
294,63,3,SCIENTIFICTECHNICAL
295,6,5,
296,51,5,Unemployed
297,2,5,
298,47,3,Unemployed
299,49,3,Unemployed
300,34,3,Unemployed
301,57,5,Unemployed
302,16,2,
303,25,4,HEALTHCARE
304,19,4,Unemployed
305,65,3,Unemployed
306,46,1,Unemployed
307,6,5,
308,27,2,Unemployed
309,15,5,
310,5,4,
311,51,4,OTHER
312,3,2,
313,67,2,
314,50,4,HEALTHCARE
315,25,4,Unemployed
316,70,3,
317,37,4,Unemployed
318,43,6,Unemployed
319,53,4,Unemployed
320,38,3,FOOD
321,13,4,
322,14,2,
323,25,3,Unemployed
324,24,3,Unemployed
325,5,4,
326,56,6,Unemployed
327,53,4,HEALTHCARE
328,3,5,
329,39,3,WASTEMANAGEMENT
330,14,5,
331,8,4,
332,66,4,
333,28,6,HEALTHCARE
334,56,5,FOOD
335,47,4,Unemployed
336,25,5,SCIENTIFICTECHNICAL
337,55,4,Unemployed
338,82,6,
339,77,2,
340,37,2,SCIENTIFICTECHNICAL
341,14,5,
342,0,2,
343,13,3,
344,24,3,FOOD
345,27,3,Unemployed
346,31,2,Unemployed
347,21,3,EDUCATION
348,32,4,Unemployed
349,4,4,
350,50,2,SCIENTIFICTECHNICAL
351,14,2,
352,2,2,
353,56,3,Unemployed
354,50,5,Unemployed
355,19,1,SCIENTIFICTECHNICAL
356,25,2,Unemployed
357,40,3,Unemployed
358,10,2,
359,57,2,Unemployed
360,19,2,FOOD
361,16,3,
362,47,3,Unemployed
363,72,2,
364,3,3,
365,6,2,
366,27,5,Unemployed
367,59,6,FOOD
368,65,2,Unemployed
369,13,1,
370,60,5,Unemployed
371,41,1,SCIENTIFICTECHNICAL
372,6,2,
373,37,2,FOOD
374,52,3,Unemployed
375,3,3,
376,14,3,
377,62,5,Unemployed
378,62,2,Unemployed
379,63,2,Unemployed
380,3,4,
381,37,5,Unemployed
382,27,4,Unemployed
383,25,5,Unemployed
384,74,4,
385,66,4,
386,20,5,Unemployed
387,39,4,Unemployed
388,7,4,
389,43,4,Unemployed
390,40,6,Unemployed
391,28,3,Unemployed
392,38,4,Unemployed
393,45,5,Unemployed
394,68,5,
395,36,4,Unemployed
396,51,3,ART
397,0,5,
398,23,4,Unemployed
399,7,4,
400,17,4,
401,60,3,HEALTHCARE
402,9,1,
403,64,5,HEALTHCARE
404,68,6,
405,45,4,HEALTHCARE
406,2,2,
407,19,4,Unemployed
408,63,2,HEALTHCARE
409,54,5,Unemployed
410,59,4,Unemployed
411,20,5,Unemployed
412,0,5,
413,21,5,REALESTATERENTAL
414,6,1,
415,90,5,
416,4,4,
417,9,4,
418,15,2,
419,34,2,Unemployed
420,37,3,SCIENTIFICTECHNICAL
421,39,2,SCIENTIFICTECHNICAL
422,1,3,
423,47,5,Unemployed
424,31,4,Unemployed
425,46,3,Unemployed
426,51,1,Unemployed
427,59,3,FOOD
428,57,1,Unemployed
429,43,3,Unemployed
430,54,3,Unemployed
431,23,3,Unemployed
432,42,2,Unemployed
433,47,5,HEALTHCARE
434,32,4,Unemployed
435,91,4,
436,23,2,Unemployed
437,47,5,HEALTHCARE
438,66,2,
439,48,4,Unemployed
440,53,2,Unemployed
441,37,2,HEALTHCARE
442,10,4,
443,49,1,Unemployed
444,69,3,
445,2,1,
446,11,3,
447,12,3,
448,66,5,
449,62,2,Unemployed
450,43,1,SCIENTIFICTECHNICAL
451,78,2,
452,1,3,
453,58,4,Unemployed
454,36,4,Unemployed
455,33,3,Unemployed
456,58,4,SCIENTIFICTECHNICAL
457,43,2,Unemployed
458,9,2,
459,69,3,
460,39,2,Unemployed
461,22,5,Unemployed
462,52,2,Unemployed
463,54,5,Unemployed
464,11,4,
465,49,3,Unemployed
466,61,3,WASTEMANAGEMENT
467,30,2,Unemployed
468,17,3,
469,36,4,SCIENTIFICTECHNICAL
470,55,4,Unemployed
471,27,1,Unemployed
472,14,4,
473,3,2,
474,54,4,Unemployed
475,40,3,Unemployed
476,57,5,Unemployed
477,5,5,
478,4,2,
479,10,2,
480,49,2,Unemployed
481,56,2,Unemployed
482,47,4,OTHER
483,26,4,Unemployed
484,16,3,
485,58,2,Unemployed
486,94,2,
487,35,3,SCIENTIFICTECHNICAL
488,66,5,
489,63,3,Unemployed
490,51,4,Unemployed
491,57,6,OTHER
492,73,2,
493,3,1,
494,32,2,Unemployed
495,71,6,
496,33,4,Unemployed
497,6,4,
498,65,4,Unemployed
499,56,4,Unemployed
500,15,3,
501,48,2,SCIENTIFICTECHNICAL
502,16,5,
503,9,3,
504,35,2,WASTEMANAGEMENT
505,14,4,
506,18,5,Unemployed
507,14,5,
508,41,3,FOOD
509,34,5,HEALTHCARE
510,23,3,Unemployed
511,8,2,
512,86,4,
513,6,4,
514,61,3,FOOD
515,18,4,Unemployed
516,52,4,FOOD
517,87,5,
518,70,3,
519,29,3,Unemployed
520,34,4,HEALTHCARE
521,97,2,
522,46,2,Unemployed
523,15,2,
524,32,4,Unemployed
525,100,4,
526,53,4,Unemployed
527,46,6,Unemployed
528,68,4,
529,48,2,Unemployed
530,59,1,Unemployed
531,79,4,
532,15,3,
533,54,2,Unemployed
534,22,4,Unemployed
535,26,3,Unemployed
536,2,2,
537,56,2,ART
538,31,4,REALESTATERENTAL
539,17,3,
540,14,2,
541,8,4,
542,5,4,
543,39,5,Unemployed
544,7,2,
545,24,2,SCIENTIFICTECHNICAL
546,23,4,Unemployed
547,33,2,Unemployed
548,48,2,Unemployed
549,36,6,SCIENTIFICTECHNICAL
550,47,3,Unemployed
551,64,4,Unemployed
552,50,3,Unemployed
553,49,1,ART
554,64,2,ART
555,8,3,
556,32,3,Unemployed
557,40,3,Unemployed
558,58,3,Unemployed
559,31,6,FOOD
560,15,6,
561,64,4,HEALTHCARE
562,53,4,Unemployed
563,23,5,Unemployed
564,35,6,Unemployed
565,9,4,
566,36,4,Unemployed
567,61,2,ART
568,68,1,
569,3,4,
570,58,5,Unemployed
571,53,1,SCIENTIFICTECHNICAL
572,3,2,
573,54,5,Unemployed
574,78,2,
575,6,2,
576,25,3,HEALTHCARE
577,44,4,Unemployed
578,17,4,
579,7,4,
580,15,1,
581,51,6,Unemployed
582,23,5,Unemployed
583,40,2,Unemployed
584,40,6,Unemployed
585,72,4,
586,40,2,OTHER
587,43,3,HEALTHCARE
588,35,4,Unemployed
589,48,2,Unemployed
590,87,5,
591,20,3,Unemployed
592,52,4,HEALTHCARE
593,26,4,Unemployed
594,16,4,
595,3,4,
596,58,4,Unemployed
597,30,6,Unemployed
598,26,4,HEALTHCARE
599,79,3,
600,6,4,
601,44,2,Unemployed
602,19,2,Unemployed
603,76,4,
604,100,4,
605,96,4,
606,56,4,ART
607,57,1,Unemployed
608,12,4,
609,38,4,Unemployed
610,7,6,
611,50,4,HEALTHCARE
612,18,3,Unemployed
613,35,2,SCIENTIFICTECHNICAL
614,59,3,SCIENTIFICTECHNICAL
615,45,3,ART
616,98,2,
617,57,3,Unemployed
618,16,5,
619,46,2,Unemployed
620,31,5,Unemployed
621,45,4,HEALTHCARE
622,49,3,Unemployed
623,66,4,
624,65,2,Unemployed
625,67,4,
626,68,5,
627,46,5,ART
628,54,2,Unemployed
629,50,2,Unemployed
630,15,4,
631,32,5,Unemployed
632,64,4,Unemployed
633,30,1,Unemployed
634,48,4,Unemployed
635,2,4,
636,27,2,Unemployed
637,28,3,SCIENTIFICTECHNICAL
638,41,4,Unemployed
639,29,5,Unemployed
640,51,5,Unemployed
641,32,4,Unemployed
642,77,2,
643,65,4,Unemployed
644,65,3,FOOD
645,9,2,
646,72,6,
647,30,3,Unemployed
648,19,2,Unemployed
649,0,2,
650,74,5,
651,67,4,
652,7,2,
653,16,2,
654,12,4,
655,18,4,Unemployed
656,74,4,
657,37,4,FOOD
658,49,4,Unemployed
659,35,3,Unemployed
660,76,4,
661,15,3,
662,45,4,ART
663,5,4,
664,11,3,
665,51,3,Unemployed
666,23,4,Unemployed
667,52,5,Unemployed
668,58,2,Unemployed
669,47,4,Unemployed
670,43,5,SCIENTIFICTECHNICAL
671,33,2,Unemployed
672,52,4,SCIENTIFICTECHNICAL
673,39,5,Unemployed
674,42,1,Unemployed
675,0,2,
676,49,4,Unemployed
677,24,4,Unemployed
678,30,2,Unemployed
679,1,2,
680,36,3,EDUCATION
681,28,5,Unemployed
682,42,5,Unemployed
683,100,4,
684,13,4,
685,63,4,Unemployed
686,58,5,Unemployed
687,35,5,Unemployed
688,59,1,Unemployed
689,13,1,
690,41,6,Unemployed
691,13,2,
692,63,3,Unemployed
693,33,2,Unemployed
694,58,4,Unemployed
695,49,3,Unemployed
696,42,3,Unemployed
697,3,2,
698,12,2,
699,5,4,
700,54,2,Unemployed
701,1,4,
702,46,4,FOOD
703,26,4,HEALTHCARE
704,3,5,
705,30,2,Unemployed
706,18,5,WASTEMANAGEMENT
707,53,2,Unemployed
708,41,1,Unemployed
709,24,6,Unemployed
710,41,3,Unemployed
711,8,2,
712,47,4,SCIENTIFICTECHNICAL
713,46,4,FINANCEINSURANCE
714,8,3,
715,11,4,
716,50,2,Unemployed
717,48,2,Unemployed
718,0,5,
719,62,3,FOOD
720,71,6,
721,56,4,FOOD
722,6,2,
723,51,5,Unemployed
724,33,2,Unemployed
725,64,5,ART
726,58,5,Unemployed
727,86,4,
728,42,2,Unemployed
729,15,4,
730,23,5,OTHER
731,3,4,
732,54,3,Unemployed
733,61,6,Unemployed
734,65,4,Unemployed
735,28,6,HEALTHCARE
736,7,3,
737,54,5,Unemployed
738,37,4,Unemployed
739,16,3,
740,23,3,Unemployed
741,7,3,
742,49,6,ART
743,66,1,
744,52,3,Unemployed
745,4,4,
746,31,5,SCIENTIFICTECHNICAL
747,18,1,Unemployed
748,33,3,Unemployed
749,24,4,HEALTHCARE
750,4,4,
751,15,3,
752,100,6,
753,33,4,Unemployed
754,61,5,HEALTHCARE
755,34,5,Unemployed
756,63,4,Unemployed
757,63,4,Unemployed
758,29,2,Unemployed
759,8,4,
760,63,2,Unemployed
761,53,5,EDUCATION
762,1,1,
763,29,3,FOOD
764,23,5,Unemployed
765,3,5,
766,35,3,SCIENTIFICTECHNICAL
767,36,1,Unemployed
768,1,5,
769,24,4,FOOD
770,50,2,Unemployed
771,1,6,
772,35,4,Unemployed
773,50,2,Unemployed
774,49,3,Unemployed
775,55,6,Unemployed
776,47,5,HEALTHCARE
777,55,4,Unemployed
778,74,5,
779,58,2,Unemployed
780,23,3,Unemployed
781,63,4,FINANCEINSURANCE
782,32,2,Unemployed
783,2,3,
784,63,2,Unemployed
785,50,2,Unemployed
786,33,5,Unemployed
787,85,2,
788,24,2,Unemployed
789,57,5,SCIENTIFICTECHNICAL
790,70,3,
791,66,4,
792,43,4,Unemployed
793,36,6,Unemployed
794,1,3,
795,94,2,
796,51,4,Unemployed
797,46,1,Unemployed
798,51,4,FOOD
799,63,6,Unemployed
800,50,2,OTHER
801,51,1,Unemployed
802,66,4,
803,19,3,ART
804,24,3,Unemployed
805,55,6,OTHER
806,20,3,Unemployed
807,13,4,
808,45,2,Unemployed
809,39,3,FOOD
810,33,4,Unemployed
811,45,2,Unemployed
812,3,1,
813,18,3,FOOD
814,55,3,Unemployed
815,38,3,FOOD
816,0,2,
817,15,3,
818,10,2,
819,66,3,
820,16,3,
821,28,2,Unemployed
822,58,2,HEALTHCARE
823,40,2,Unemployed
824,45,3,Unemployed
825,34,5,SCIENTIFICTECHNICAL
826,33,6,Unemployed
827,17,6,
828,12,1,
829,46,5,Unemployed
830,21,4,Unemployed
831,12,3,
832,33,2,HEALTHCARE
833,49,3,Unemployed
834,45,5,Unemployed
835,1,3,
836,49,4,Unemployed
837,79,6,
838,48,4,Unemployed
839,40,4,Unemployed
840,1,2,
841,46,5,Unemployed
842,12,3,
843,87,1,
844,48,4,SCIENTIFICTECHNICAL
845,60,5,Unemployed
846,67,4,
847,8,2,
848,68,2,
849,60,3,REALESTATERENTAL
850,49,2,SCIENTIFICTECHNICAL
851,90,2,
852,27,1,HEALTHCARE
853,7,2,
854,1,6,
855,9,5,
856,18,6,Unemployed
857,25,4,Unemployed
858,30,5,Unemployed
859,49,3,HEALTHCARE
860,66,4,
861,10,4,
862,59,2,Unemployed
863,0,4,
864,64,1,HEALTHCARE
865,42,5,SCIENTIFICTECHNICAL
866,91,5,
867,72,4,
868,18,2,Unemployed
869,28,5,HEALTHCARE
870,12,4,
871,14,6,
872,49,4,Unemployed
873,20,3,Unemployed
874,5,6,
875,11,6,
876,37,2,HEALTHCARE
877,44,5,ART
878,17,4,
879,14,2,
880,14,2,
881,47,6,Unemployed
882,17,5,
883,37,6,Unemployed
884,12,6,
885,76,3,
886,11,4,
887,51,2,Unemployed
888,65,4,HEALTHCARE
889,12,6,
890,33,5,Unemployed
891,57,4,Unemployed
892,46,2,FOOD
893,85,3,
894,30,2,SCIENTIFICTECHNICAL
895,79,4,
896,50,4,FOOD
897,46,1,Unemployed
898,45,6,WASTEMANAGEMENT
899,6,1,
900,32,2,EDUCATION
901,59,4,OTHER
902,12,2,
903,3,1,
904,42,4,HEALTHCARE
905,38,3,Unemployed
906,43,3,Unemployed
907,84,5,
908,62,3,HEALTHCARE
909,19,4,Unemployed
910,39,4,Unemployed
911,9,4,
912,40,4,Unemployed
913,46,2,Unemployed
914,10,4,
915,30,4,Unemployed
916,62,5,Unemployed
917,8,4,
918,19,2,Unemployed
919,3,2,
920,16,4,
921,28,3,Unemployed
922,52,4,SCIENTIFICTECHNICAL
923,70,5,
924,33,2,Unemployed
925,1,1,
926,29,4,Unemployed
927,13,5,
928,10,4,
929,47,4,Unemployed
930,23,6,HEALTHCARE
931,32,4,Unemployed
932,47,5,SCIENTIFICTECHNICAL
933,31,4,Unemployed
934,1,3,
935,59,2,Unemployed
936,35,2,Unemployed
937,9,3,
938,55,6,Unemployed
939,43,2,Unemployed
940,57,2,Unemployed
941,35,4,Unemployed
942,18,2,Unemployed
943,40,3,Unemployed
944,42,2,Unemployed
945,81,2,
946,56,2,Unemployed
947,31,5,Unemployed
948,51,2,Unemployed
949,30,6,ART
950,15,2,
951,66,4,
952,62,4,FINANCEINSURANCE
953,32,3,Unemployed
954,58,2,REALESTATERENTAL
955,43,2,HEALTHCARE
956,53,3,SCIENTIFICTECHNICAL
957,30,3,WASTEMANAGEMENT
958,81,6,
959,29,4,Unemployed
960,50,3,Unemployed
961,62,5,Unemployed
962,100,5,
963,48,4,Unemployed
964,68,4,
965,49,2,Unemployed
966,61,4,Unemployed
967,43,4,Unemployed
968,44,3,Unemployed
969,44,3,SCIENTIFICTECHNICAL
970,17,5,
971,81,5,
972,76,3,
973,4,4,
974,66,4,
975,64,1,HEALTHCARE
976,34,2,HEALTHCARE
977,3,3,
978,72,4,
979,34,3,Unemployed
980,31,2,Unemployed
981,66,4,
982,17,2,
983,29,4,Unemployed
984,49,6,Unemployed
985,62,3,Unemployed
986,58,3,HEALTHCARE
987,58,4,SCIENTIFICTECHNICAL
988,30,4,Unemployed
989,67,4,
990,9,4,
991,32,4,FOOD
992,73,2,
993,27,5,Unemployed
994,52,2,HEALTHCARE
995,67,3,
996,2,4,
997,33,6,HEALTHCARE
998,61,4,FOOD
999,52,3,Unemployed
1000,23,3,SCIENTIFICTECHNICAL
1001,65,2,Unemployed
1002,69,5,
1003,1,3,
1004,20,6,Unemployed
1005,58,4,Unemployed
1006,18,2,Unemployed
1007,59,4,SCIENTIFICTECHNICAL
1008,48,3,Unemployed
1009,21,3,Unemployed
1010,52,1,FINANCEINSURANCE
1011,48,4,ART
1012,72,4,
1013,1,5,
1014,20,4,Unemployed
1015,51,5,Unemployed
1016,38,6,Unemployed
1017,22,4,Unemployed
1018,20,2,Unemployed
1019,76,2,
1020,51,3,Unemployed
1021,81,3,
1022,27,4,Unemployed
1023,89,2,
1024,12,2,
1025,45,5,Unemployed
1026,0,5,
1027,39,6,Unemployed
1028,73,2,
1029,19,5,REALESTATERENTAL
1030,49,5,Unemployed
1031,49,4,Unemployed
1032,43,4,Unemployed
1033,45,2,Unemployed
1034,41,4,Unemployed
1035,35,5,Unemployed
1036,1,3,
1037,45,1,Unemployed
1038,65,4,Unemployed
1039,19,2,Unemployed
1040,56,2,Unemployed
1041,0,4,
1042,27,3,Unemployed
1043,12,2,
1044,11,5,
1045,61,2,Unemployed
1046,44,4,Unemployed
1047,19,4,WASTEMANAGEMENT
1048,16,3,
1049,15,5,
1050,27,6,Unemployed
1051,42,4,INFORMATION
1052,30,6,SCIENTIFICTECHNICAL
1053,100,2,
1054,13,5,
1055,35,2,Unemployed
1056,61,6,ART
1057,47,5,Unemployed
1058,14,5,
1059,55,5,Unemployed
1060,6,5,
1061,5,4,
1062,23,2,SCIENTIFICTECHNICAL
1063,38,5,HEALTHCARE
1064,8,4,
1065,32,4,Unemployed
1066,37,4,Unemployed
1067,7,2,
1068,53,6,Unemployed
1069,37,2,Unemployed
1070,30,2,Unemployed
1071,10,1,
1072,44,2,Unemployed
1073,58,3,Unemployed
1074,46,2,Unemployed
1075,40,2,HEALTHCARE
1076,18,4,SCIENTIFICTECHNICAL
1077,15,4,
1078,43,2,INFORMATION
1079,51,6,Unemployed
1080,62,6,FOOD
1081,69,5,
1082,44,4,Unemployed
1083,99,4,
1084,47,3,Unemployed
1085,7,5,
1086,12,4,
1087,7,4,
1088,33,2,Unemployed
1089,57,5,Unemployed
1090,17,2,
1091,59,1,Unemployed
1092,29,2,SCIENTIFICTECHNICAL
1093,33,2,Unemployed
1094,10,4,
1095,42,6,HEALTHCARE
1096,60,3,SCIENTIFICTECHNICAL
1097,42,5,Unemployed
1098,67,2,
1099,40,5,Unemployed
1100,45,4,OTHER
1101,49,2,SCIENTIFICTECHNICAL
1102,9,2,
1103,15,2,
1104,70,3,
1105,6,4,
1106,31,4,Unemployed
1107,52,5,HEALTHCARE
1108,26,2,FOOD
1109,43,5,Unemployed
1110,96,4,
1111,82,1,
1112,30,5,Unemployed
1113,45,4,Unemployed
1114,7,4,
1115,22,2,HEALTHCARE
1116,52,4,Unemployed
1117,63,4,Unemployed
1118,52,2,Unemployed
1119,69,4,
1120,53,2,Unemployed
1121,30,6,Unemployed
1122,77,1,
1123,32,5,Unemployed
1124,34,4,Unemployed
1125,37,1,Unemployed
1126,56,4,HEALTHCARE
1127,28,3,HEALTHCARE
1128,49,3,Unemployed
1129,26,5,Unemployed
1130,3,4,
1131,62,4,FOOD
1132,26,4,HEALTHCARE
1133,60,3,FOOD
1134,47,3,Unemployed
1135,38,6,Unemployed
1136,8,4,
1137,46,2,Unemployed
1138,52,3,Unemployed
1139,73,4,
1140,59,4,Unemployed
1141,14,4,
1142,35,5,Unemployed
1143,25,2,Unemployed
1144,37,4,Unemployed
1145,63,1,FOOD
1146,10,2,
1147,7,5,
1148,10,4,
1149,30,5,SCIENTIFICTECHNICAL
1150,67,4,
1151,48,1,Unemployed
1152,20,4,Unemployed
1153,52,6,HEALTHCARE
1154,66,6,
1155,0,4,
1156,31,3,Unemployed
1157,16,6,
1158,82,3,
1159,66,3,
1160,49,4,FOOD
1161,10,3,
1162,46,2,Unemployed
1163,46,2,Unemployed
1164,92,4,
1165,30,5,Unemployed
1166,45,6,OTHER
1167,35,4,FOOD
1168,92,4,
1169,67,6,
1170,11,3,
1171,54,4,Unemployed
1172,37,4,Unemployed
1173,76,3,
1174,43,5,OTHER
1175,44,5,Unemployed
1176,16,2,
1177,49,4,Unemployed
1178,16,4,
1179,43,3,Unemployed
1180,77,2,
1181,29,4,Unemployed
1182,24,2,HEALTHCARE
1183,10,2,
1184,67,5,
1185,32,3,Unemployed
1186,24,2,Unemployed
1187,4,2,
1188,35,6,SCIENTIFICTECHNICAL
1189,8,2,
1190,51,2,Unemployed
1191,7,4,
1192,23,5,Unemployed
1193,19,3,HEALTHCARE
1194,29,2,HEALTHCARE
1195,34,3,EDUCATION
1196,18,4,Unemployed
1197,39,2,FOOD
1198,3,4,
1199,38,2,FOOD
1200,23,2,Unemployed
1201,64,4,Unemployed
1202,52,4,Unemployed
1203,7,2,
1204,33,4,Unemployed
1205,44,3,Unemployed
1206,16,5,
1207,55,2,Unemployed
1208,65,6,INFORMATION
1209,30,6,Unemployed
1210,41,5,Unemployed
1211,24,1,Unemployed
1212,6,2,
1213,95,1,
1214,34,6,ART
1215,34,6,ART
1216,13,2,
1217,39,2,Unemployed
1218,64,4,OTHER
1219,48,4,WASTEMANAGEMENT
1220,17,1,
1221,39,2,Unemployed
1222,59,4,Unemployed
1223,57,2,FINANCEINSURANCE
1224,43,4,Unemployed
1225,66,5,
1226,79,4,
1227,7,2,
1228,24,4,Unemployed
1229,25,2,Unemployed
1230,7,2,
1231,49,5,ART
1232,57,4,Unemployed
1233,8,2,
1234,16,4,
1235,31,4,Unemployed
1236,5,3,
1237,57,6,Unemployed
1238,16,3,
1239,1,3,
1240,1,4,
1241,29,5,Unemployed
1242,4,2,
1243,40,4,REALESTATERENTAL
1244,9,3,
1245,38,4,Unemployed
1246,18,2,Unemployed
1247,48,6,SCIENTIFICTECHNICAL
1248,19,5,Unemployed
1249,2,5,
1250,57,5,SCIENTIFICTECHNICAL
1251,60,2,Unemployed
1252,53,4,Unemployed
