ID,Age,Household Size,Occupations
255,71,2,
256,53,3,Unemployed
257,32,4,Unemployed
258,12,1,
259,1,3,
260,38,1,Unemployed
261,20,3,FOOD
262,43,3,Unemployed
263,24,4,Unemployed
264,58,5,Unemployed
265,61,2,HEALTHCARE
266,60,2,Unemployed
267,75,1,
268,63,1,Unemployed
269,46,4,Unemployed
270,20,4,Unemployed
271,14,1,
272,26,2,Unemployed
273,63,3,Unemployed
274,15,2,
275,91,2,
276,61,4,Unemployed
277,35,5,Unemployed
278,65,2,Unemployed
279,78,2,
280,0,3,
281,64,1,Unemployed
282,58,2,Unemployed
283,100,1,
284,62,2,Unemployed
285,9,2,
286,63,4,FOOD
287,29,5,Unemployed
288,63,4,Unemployed
289,26,2,FOOD
290,30,2,Unemployed
291,51,5,FOOD
292,43,2,FOOD
293,42,2,Unemployed
294,72,2,
295,59,2,Unemployed
296,18,2,Unemployed
297,68,2,
298,99,5,
299,20,1,Unemployed
300,83,3,
301,51,6,Unemployed
302,27,4,FOOD
303,32,6,Unemployed
304,7,2,
305,27,2,Unemployed
306,22,6,FOOD
307,19,1,Unemployed
308,68,2,
309,66,5,
310,51,1,FOOD
311,14,5,
312,75,1,
313,53,1,Unemployed
314,50,2,Unemployed
315,76,5,
316,53,5,Unemployed
317,69,5,
318,20,5,Unemployed
319,71,4,
320,39,2,HEALTHCARE
321,23,2,Unemployed
322,31,1,Unemployed
323,84,4,
324,23,2,Unemployed
325,53,2,HEALTHCARE
326,3,2,
327,83,5,
328,6,3,
329,70,2,
330,37,5,HEALTHCARE
331,43,4,Unemployed
332,67,4,
333,50,2,OTHER
334,68,5,
335,22,4,FOOD
336,70,2,
337,60,2,FOOD
338,24,1,OTHER
339,65,2,FOOD
340,65,6,Unemployed
341,79,1,
342,24,4,Unemployed
343,63,1,Unemployed
344,70,2,
345,5,1,
346,37,2,FOOD
347,74,2,
348,11,4,
349,83,5,
350,1,2,
351,59,4,HEALTHCARE
352,29,6,Unemployed
353,64,2,FOOD
354,74,2,
355,21,1,FOOD
356,5,3,
357,89,2,
358,66,1,
359,48,5,Unemployed
360,69,4,
361,25,6,Unemployed
362,5,5,
363,61,2,INFORMATION
364,84,1,
365,55,3,Unemployed
366,65,2,Unemployed
367,4,2,
368,53,4,Unemployed
369,55,1,FOOD
370,63,4,Unemployed
371,38,2,Unemployed
372,10,2,
373,57,2,HEALTHCARE
374,6,2,
375,23,3,Unemployed
376,13,2,
377,69,2,
378,56,4,Unemployed
379,9,2,
380,62,3,FOOD
381,47,2,Unemployed
382,94,2,
383,41,2,Unemployed
384,62,2,FOOD
385,60,2,FOOD
386,49,2,Unemployed
387,3,5,
388,78,4,
389,79,2,
390,67,4,
391,53,2,FOOD
392,12,2,
393,9,4,
394,72,2,
395,38,2,Unemployed
396,93,2,
397,51,1,Unemployed
398,60,3,Unemployed
399,44,2,Unemployed
400,47,6,Unemployed
401,56,2,Unemployed
402,68,3,
403,61,4,Unemployed
404,47,1,Unemployed
405,72,2,
406,4,1,
407,27,2,Unemployed
408,25,3,HEALTHCARE
409,58,3,HEALTHCARE
410,69,1,
411,9,4,
412,62,2,Unemployed
413,41,4,FOOD
414,5,5,
415,78,6,
416,97,6,
417,64,6,Unemployed
418,70,2,
419,65,1,Unemployed
420,71,2,
421,68,4,
422,65,3,Unemployed
423,30,2,FOOD
424,74,2,
425,30,2,FOOD
426,42,1,Unemployed
427,93,3,
428,65,2,Unemployed
429,43,3,Unemployed
430,20,2,Unemployed
431,75,5,
432,26,2,FOOD
433,68,2,
434,54,3,Unemployed
435,18,1,Unemployed
436,17,3,
437,34,2,Unemployed
438,54,5,Unemployed
439,40,1,Unemployed
440,9,2,
441,35,1,Unemployed
442,63,6,Unemployed
443,65,1,HEALTHCARE
444,68,3,
445,9,1,
446,41,1,HEALTHCARE
447,72,2,
448,73,5,
449,62,3,INFORMATION
450,22,6,Unemployed
451,61,6,INFORMATION
452,53,1,WASTEMANAGEMENT
453,69,2,
454,72,3,
455,72,3,
456,65,5,Unemployed
457,30,2,INFORMATION
458,67,6,
459,3,2,
460,67,2,
461,65,4,FOOD
462,55,2,Unemployed
463,82,4,
464,38,3,FOOD
465,77,3,
466,48,1,Unemployed
467,42,2,HEALTHCARE
468,64,4,Unemployed
469,17,1,
470,67,2,
471,10,4,
472,48,1,FOOD
473,50,2,FOOD
474,55,2,HEALTHCARE
475,74,5,
476,32,4,FOOD
477,66,2,
478,31,3,FOOD
479,13,1,
480,58,5,Unemployed
481,60,2,HEALTHCARE
482,78,5,
483,3,4,
484,36,1,Unemployed
485,6,6,
486,64,2,FOOD
487,34,6,FOOD
488,49,4,Unemployed
489,68,2,
490,53,2,Unemployed
491,51,3,FOOD
492,60,2,Unemployed
493,5,3,
494,65,2,Unemployed
495,56,3,FOOD
496,11,5,
497,47,2,HEALTHCARE
498,62,5,Unemployed
499,68,2,
500,12,2,
501,8,2,
502,68,2,
503,29,1,Unemployed
504,61,2,Unemployed
505,51,4,Unemployed
506,56,5,Unemployed
507,0,2,
508,30,1,Unemployed
509,47,2,Unemployed
510,2,4,
511,17,4,
512,11,3,
513,56,2,Unemployed
514,85,2,
515,30,2,Unemployed
516,55,4,Unemployed
517,36,5,Unemployed
518,80,5,
519,79,2,
520,63,4,HEALTHCARE
521,51,1,FOOD
522,20,5,Unemployed
523,38,2,Unemployed
524,59,2,Unemployed
525,51,2,Unemployed
526,67,5,
527,25,1,Unemployed
528,68,5,
529,52,2,HEALTHCARE
530,57,6,Unemployed
531,27,4,Unemployed
532,79,5,
533,42,1,Unemployed
534,59,3,Unemployed
535,34,1,FOOD
536,70,2,
537,77,2,
538,20,5,FOOD
539,67,2,
540,69,2,
541,7,3,
542,36,2,HEALTHCARE
543,79,2,
544,54,4,Unemployed
545,43,1,Unemployed
546,49,6,Unemployed
547,64,6,Unemployed
548,56,6,Unemployed
549,71,4,
550,47,2,HEALTHCARE
551,72,3,
552,31,4,FOOD
553,57,5,Unemployed
554,21,3,Unemployed
555,63,5,FOOD
556,3,4,
557,64,2,Unemployed
558,29,2,Unemployed
559,26,4,Unemployed
560,56,2,Unemployed
561,43,2,FOOD
562,62,4,Unemployed
563,48,5,Unemployed
564,58,6,Unemployed
565,57,5,FOOD
566,68,3,
567,43,6,Unemployed
568,78,4,
569,32,1,FOOD
570,0,1,
571,55,1,FOOD
572,6,5,
573,34,2,Unemployed
574,38,2,Unemployed
575,68,2,
576,66,3,
577,79,1,
578,95,6,
579,70,2,
580,38,6,FOOD
581,39,2,Unemployed
582,90,1,
583,79,4,
584,38,2,Unemployed
585,8,2,
586,66,5,
587,42,5,HEALTHCARE
588,23,2,FOOD
589,65,3,Unemployed
590,40,3,HEALTHCARE
591,21,6,FOOD
592,39,2,Unemployed
593,28,4,Unemployed
594,16,4,
595,18,2,Unemployed
596,71,1,
597,65,3,Unemployed
598,61,4,Unemployed
599,78,2,
600,45,2,FOOD
601,71,2,
602,24,2,Unemployed
603,59,2,Unemployed
604,60,2,FOOD
605,10,2,
606,19,3,Unemployed
607,52,4,Unemployed
608,64,2,Unemployed
609,36,2,FOOD
610,49,5,FOOD
611,79,5,
612,68,2,
613,74,4,
614,79,2,
615,69,2,
616,17,3,
617,59,1,HEALTHCARE
618,19,1,FOOD
619,86,6,
620,79,2,
621,75,4,
622,62,3,Unemployed
623,72,1,
624,34,1,FOOD
625,34,4,Unemployed
626,79,1,
627,27,5,FOOD
628,45,2,FOOD
629,79,6,
630,62,2,FOOD
631,62,3,Unemployed
632,76,6,
633,36,1,Unemployed
634,68,2,
635,59,2,Unemployed
636,2,5,
637,9,2,
638,33,1,FOOD
639,71,2,
640,31,4,FOOD
641,78,2,
642,65,6,Unemployed
643,27,2,Unemployed
644,66,4,
645,58,4,FOOD
646,47,5,Unemployed
647,82,5,
648,22,2,FOOD
649,68,1,
650,73,4,
651,3,2,
652,57,5,Unemployed
653,70,1,
654,78,4,
655,61,2,Unemployed
656,65,3,Unemployed
657,41,2,Unemployed
658,71,1,
659,56,2,Unemployed
660,95,5,
661,99,1,
662,56,4,HEALTHCARE
663,79,2,
664,54,6,Unemployed
665,79,5,
666,23,2,Unemployed
667,50,6,Unemployed
668,73,2,
669,73,3,
670,24,5,INFORMATION
671,60,4,Unemployed
672,59,5,Unemployed
673,64,2,FOOD
674,99,3,
675,16,5,
676,43,3,Unemployed
677,14,4,
678,29,1,Unemployed
679,100,6,
680,32,1,FOOD
681,57,5,Unemployed
682,16,2,
683,35,2,FOOD
684,57,1,FOOD
685,58,6,Unemployed
686,32,6,Unemployed
687,51,4,Unemployed
688,64,4,Unemployed
689,61,3,Unemployed
690,64,3,Unemployed
691,75,2,
692,4,3,
693,48,5,Unemployed
694,19,2,Unemployed
695,81,5,
696,36,2,FOOD
697,18,2,Unemployed
698,1,3,
699,22,1,Unemployed
700,49,1,FOOD
701,55,2,Unemployed
702,52,2,FOOD
703,56,4,Unemployed
704,63,5,Unemployed
705,73,2,
706,89,2,
707,76,2,
708,95,2,
709,9,5,
710,35,2,FOOD
711,19,2,Unemployed
712,47,3,FOOD
713,59,1,Unemployed
714,31,3,Unemployed
715,1,4,
716,23,3,FOOD
717,60,2,Unemployed
718,69,2,
719,17,2,
720,47,5,Unemployed
721,4,4,
722,0,2,
723,75,2,
724,50,1,FOOD
725,60,2,Unemployed
726,65,2,FOOD
727,38,3,Unemployed
728,31,2,Unemployed
729,33,2,Unemployed
730,13,4,
731,68,5,
732,30,3,FOOD
733,13,4,
734,63,2,Unemployed
735,79,5,
736,48,5,FOOD
737,16,2,
738,47,2,Unemployed
739,47,4,FOOD
740,57,3,Unemployed
741,66,1,
742,68,2,
743,66,5,
744,28,2,Unemployed
745,35,5,Unemployed
746,78,5,
747,8,2,
748,66,2,
749,55,2,HEALTHCARE
750,2,2,
751,67,4,
752,4,2,
753,94,4,
754,46,2,Unemployed
755,9,6,
756,0,6,
757,76,4,
758,22,2,FOOD
759,51,2,Unemployed
760,59,2,FOOD
761,69,3,
762,57,1,Unemployed
763,47,2,Unemployed
764,11,1,
765,44,1,FOOD
766,73,2,
767,60,2,HEALTHCARE
768,64,5,FOOD
769,56,2,Unemployed
770,30,3,FOOD
771,90,5,
772,31,5,Unemployed
773,3,2,
774,57,4,Unemployed
775,50,5,Unemployed
776,58,1,FOOD
777,32,5,Unemployed
778,87,2,
779,12,4,
780,23,4,HEALTHCARE
781,68,5,
782,10,3,
783,26,6,FOOD
784,39,4,FOOD
785,50,6,Unemployed
786,26,5,Unemployed
787,63,5,FOOD
788,32,2,FOOD
789,57,2,Unemployed
790,72,6,
791,67,3,
792,36,1,Unemployed
793,5,2,
794,19,3,FOOD
795,71,5,
796,15,1,
797,84,1,
798,59,4,Unemployed
799,68,2,
800,58,3,FOOD
801,69,4,
802,73,3,
803,67,4,
804,13,2,
805,57,6,Unemployed
806,23,1,Unemployed
807,50,4,FOOD
808,73,2,
809,67,3,
810,6,2,
811,51,2,Unemployed
812,52,3,FOOD
813,42,6,Unemployed
814,44,2,Unemployed
815,63,3,FOOD
816,41,3,Unemployed
817,45,3,Unemployed
818,60,2,HEALTHCARE
819,43,2,Unemployed
820,57,2,Unemployed
821,22,2,Unemployed
822,32,4,Unemployed
823,62,4,Unemployed
824,33,2,FOOD
825,16,3,
826,60,4,Unemployed
827,14,2,
828,1,6,
829,78,6,
830,53,1,Unemployed
831,4,2,
832,39,4,Unemployed
833,64,2,FOOD
834,73,2,
835,61,2,Unemployed
836,97,5,
837,19,4,FOOD
838,77,2,
839,63,2,Unemployed
840,99,3,
841,84,4,
842,78,1,
843,20,4,Unemployed
844,79,6,
845,63,3,FOOD
846,68,1,
847,64,2,Unemployed
848,64,2,Unemployed
849,76,2,
850,26,4,Unemployed
851,69,2,
852,36,5,Unemployed
853,61,6,Unemployed
854,63,2,FOOD
855,7,2,
856,45,5,Unemployed
857,60,2,FOOD
858,31,1,Unemployed
859,68,3,
860,8,2,
861,13,1,
862,37,5,Unemployed
863,79,1,
864,45,2,FOOD
865,35,2,FOOD
866,53,2,Unemployed
867,41,4,Unemployed
868,77,2,
869,59,5,HEALTHCARE
870,42,6,Unemployed
871,12,4,
872,22,2,FOOD
873,71,2,
874,36,5,Unemployed
875,11,1,
876,57,1,Unemployed
877,76,2,
878,69,4,
879,22,2,Unemployed
880,73,2,
881,68,4,
882,57,1,Unemployed
883,78,5,
884,34,2,Unemployed
885,63,2,Unemployed
886,58,3,Unemployed
887,76,2,
888,63,5,Unemployed
889,58,4,FOOD
890,85,5,
891,8,1,
892,54,2,Unemployed
893,27,2,Unemployed
894,27,2,Unemployed
895,45,6,Unemployed
896,11,1,
897,11,4,
898,59,1,FOOD
899,75,2,
900,57,2,FOOD
901,45,2,HEALTHCARE
902,36,2,Unemployed
903,83,5,
904,14,5,
905,78,2,
906,38,4,FOOD
907,37,3,Unemployed
908,38,4,FOOD
909,40,2,FOOD
910,72,4,
911,79,2,
912,69,6,
913,28,1,Unemployed
914,60,3,Unemployed
915,24,6,FOOD
916,61,2,FOOD
917,67,1,
918,74,1,
919,45,2,WASTEMANAGEMENT
920,16,4,
921,53,1,Unemployed
922,53,1,Unemployed
923,51,2,Unemployed
924,72,2,
925,14,3,
926,2,1,
927,73,2,
928,58,2,Unemployed
929,14,5,
930,63,4,Unemployed
931,66,6,
932,92,1,
933,51,3,Unemployed
934,66,3,
935,79,3,
936,49,2,Unemployed
937,37,1,FOOD
938,52,3,Unemployed
939,35,6,Unemployed
940,66,2,
941,51,3,HEALTHCARE
942,35,2,Unemployed
943,60,2,HEALTHCARE
944,98,2,
945,32,5,Unemployed
946,78,4,
947,32,4,Unemployed
948,8,2,
949,40,2,INFORMATION
950,43,3,Unemployed
951,26,5,Unemployed
952,32,2,HEALTHCARE
953,9,2,
954,43,3,Unemployed
955,66,3,
956,15,2,
957,14,1,
958,63,4,Unemployed
959,34,2,Unemployed
960,74,2,
961,68,6,
962,74,2,
963,18,3,Unemployed
964,45,5,FOOD
965,61,3,Unemployed
966,1,1,
967,15,5,
968,13,3,
969,98,1,
970,55,5,Unemployed
971,32,3,Unemployed
972,70,4,
973,2,1,
974,7,2,
975,4,1,
976,14,2,
977,57,5,Unemployed
978,3,4,
979,18,5,Unemployed
980,19,2,Unemployed
981,71,4,
982,65,1,Unemployed
983,22,2,HEALTHCARE
984,55,3,Unemployed
985,31,3,HEALTHCARE
986,68,4,
987,35,2,FOOD
988,68,3,
989,44,6,Unemployed
990,15,2,
991,92,2,
992,5,3,
993,97,1,
994,20,5,FOOD
995,33,4,Unemployed
996,57,2,Unemployed
997,18,1,Unemployed
998,68,6,
999,64,2,Unemployed
1000,35,2,HEALTHCARE
1001,95,2,
1002,67,3,
1003,10,2,
1004,58,2,HEALTHCARE
1005,94,2,
1006,3,2,
1007,11,5,
1008,47,2,Unemployed
1009,16,5,
1010,42,4,Unemployed
1011,16,4,
1012,62,4,HEALTHCARE
1013,67,2,
1014,57,3,Unemployed
1015,76,1,
1016,59,2,FOOD
1017,73,5,
1018,56,5,Unemployed
1019,58,4,Unemployed
1020,69,5,
1021,23,6,Unemployed
1022,21,6,Unemployed
1023,47,5,FOOD
1024,29,1,Unemployed
1025,76,2,
1026,54,2,Unemployed
1027,9,4,
1028,32,4,Unemployed
1029,62,3,FOOD
1030,68,4,
1031,69,2,
1032,26,2,Unemployed
1033,46,2,Unemployed
1034,72,1,
1035,54,3,FOOD
1036,35,1,Unemployed
1037,48,1,Unemployed
1038,68,2,
1039,31,3,Unemployed
1040,37,3,Unemployed
1041,56,2,Unemployed
1042,79,5,
1043,68,3,
1044,36,2,Unemployed
1045,57,2,Unemployed
1046,51,2,Unemployed
1047,95,1,
1048,50,2,Unemployed
1049,62,3,Unemployed
1050,53,6,Unemployed
1051,29,5,Unemployed
1052,39,2,Unemployed
1053,1,4,
1054,9,4,
1055,17,3,
1056,41,3,Unemployed
1057,66,1,
1058,44,2,Unemployed
1059,28,2,Unemployed
1060,57,3,Unemployed
1061,22,2,Unemployed
1062,68,4,
1063,86,3,
1064,46,4,FOOD
1065,70,2,
1066,55,5,Unemployed
1067,7,2,
1068,21,2,Unemployed
1069,57,2,Unemployed
1070,20,2,Unemployed
1071,23,2,Unemployed
1072,67,2,
1073,31,5,Unemployed
1074,44,4,FOOD
1075,64,5,Unemployed
1076,69,2,
1077,77,4,
1078,42,4,Unemployed
1079,74,6,
1080,16,3,
1081,94,2,
1082,53,6,FOOD
1083,99,2,
1084,57,2,Unemployed
1085,44,1,FOOD
1086,21,1,Unemployed
1087,58,2,FOOD
1088,54,4,Unemployed
1089,3,4,
1090,61,5,Unemployed
1091,36,6,Unemployed
1092,25,2,Unemployed
1093,33,3,Unemployed
1094,61,3,Unemployed
1095,45,3,FOOD
1096,57,2,Unemployed
1097,68,4,
1098,74,4,
1099,52,1,Unemployed
1100,70,1,
1101,48,3,Unemployed
1102,64,3,FOOD
1103,65,2,FOOD
1104,9,2,
1105,55,5,INFORMATION
1106,22,2,Unemployed
1107,77,4,
1108,0,4,
1109,8,2,
1110,66,3,
1111,68,2,
1112,41,2,FOOD
1113,41,2,Unemployed
1114,54,3,Unemployed
1115,57,2,Unemployed
1116,6,2,
1117,60,4,Unemployed
1118,85,2,
1119,74,2,
1120,62,2,FOOD
1121,66,2,
1122,58,2,HEALTHCARE
1123,8,2,
1124,57,4,Unemployed
1125,20,2,Unemployed
1126,57,4,Unemployed
1127,0,2,
1128,56,2,Unemployed
1129,66,1,
1130,62,1,Unemployed
1131,65,1,Unemployed
1132,21,1,Unemployed
1133,56,4,Unemployed
1134,58,2,Unemployed
1135,44,2,Unemployed
1136,13,5,
1137,74,2,
1138,20,1,Unemployed
1139,71,2,
1140,27,3,HEALTHCARE
1141,74,2,
1142,60,2,Unemployed
1143,57,2,Unemployed
1144,45,3,Unemployed
1145,51,2,Unemployed
1146,66,2,
1147,11,2,
1148,79,2,
1149,60,4,Unemployed
1150,17,4,
1151,6,6,
1152,72,1,
1153,52,1,Unemployed
1154,98,2,
1155,6,2,
1156,80,2,
1157,50,3,HEALTHCARE
1158,45,5,Unemployed
1159,21,2,Unemployed
1160,30,2,HEALTHCARE
1161,56,6,Unemployed
1162,71,2,
1163,85,3,
1164,41,2,Unemployed
1165,28,5,Unemployed
1166,61,4,Unemployed
1167,46,2,Unemployed
1168,72,2,
1169,60,6,FOOD
1170,67,2,
1171,25,1,Unemployed
1172,63,2,Unemployed
1173,29,2,Unemployed
1174,58,2,Unemployed
1175,8,5,
1176,38,2,Unemployed
1177,57,3,FOOD
1178,47,5,Unemployed
1179,24,2,Unemployed
1180,38,2,Unemployed
1181,74,1,
1182,44,3,Unemployed
1183,46,3,FOOD
1184,66,3,
1185,75,1,
1186,55,3,HEALTHCARE
1187,61,1,Unemployed
1188,1,4,
1189,15,6,
1190,29,6,Unemployed
1191,84,1,
1192,67,1,
1193,40,2,FOOD
1194,46,6,Unemployed
1195,58,4,Unemployed
1196,76,4,
1197,51,5,Unemployed
1198,78,3,
1199,55,6,Unemployed
1200,50,4,Unemployed
1201,64,2,Unemployed
1202,74,1,
1203,4,2,
1204,8,6,
1205,73,4,
1206,44,2,Unemployed
1207,54,2,Unemployed
1208,17,5,
1209,45,3,Unemployed
1210,60,2,FOOD
1211,21,5,Unemployed
1212,44,6,HEALTHCARE
1213,79,3,
1214,76,4,
1215,10,2,
1216,23,2,FOOD
1217,60,4,FOOD
1218,15,5,
1219,79,3,
1220,53,6,Unemployed
1221,66,6,
1222,23,5,HEALTHCARE
1223,11,2,
1224,39,3,FOOD
1225,96,2,
1226,44,5,Unemployed
1227,1,3,
1228,40,2,Unemployed
1229,62,2,Unemployed
1230,75,1,
1231,69,2,
1232,26,2,Unemployed
1233,12,5,
1234,54,1,Unemployed
1235,15,2,
1236,51,5,Unemployed
1237,3,2,
1238,72,6,
1239,26,2,FOOD
1240,66,2,
1241,68,2,
1242,60,5,Unemployed
1243,12,2,
1244,61,2,Unemployed
1245,17,1,
1246,74,2,
1247,3,2,
1248,92,4,
1249,54,5,INFORMATION
1250,1,2,
1251,38,2,Unemployed
1252,70,2,
1253,72,3,
1254,12,2,
1255,4,2,
1256,1,6,
1257,64,4,FOOD
1258,58,4,Unemployed
1259,45,6,Unemployed
1260,41,4,Unemployed
1261,60,3,Unemployed
1262,59,2,HEALTHCARE
1263,58,2,Unemployed
1264,74,5,
1265,84,2,
1266,26,2,FOOD
1267,78,2,
1268,40,2,Unemployed
1269,31,6,Unemployed
1270,94,2,
1271,40,2,Unemployed
1272,61,2,Unemployed
1273,1,3,
1274,39,6,Unemployed
1275,58,3,Unemployed
1276,5,2,
1277,14,2,
1278,91,5,
1279,64,5,Unemployed
1280,36,6,WASTEMANAGEMENT
1281,74,3,
1282,73,2,
1283,44,2,FOOD
1284,56,2,Unemployed
1285,18,2,FOOD
1286,32,2,Unemployed
1287,40,2,Unemployed
1288,43,2,Unemployed
1289,57,2,Unemployed
1290,8,2,
1291,11,4,
1292,16,2,
1293,23,2,Unemployed
1294,54,5,Unemployed
1295,79,1,
1296,63,2,FOOD
1297,29,3,Unemployed
1298,71,2,
1299,68,5,
1300,57,1,Unemployed
1301,46,4,Unemployed
1302,90,4,
1303,51,3,FOOD
1304,20,1,FOOD
1305,56,6,Unemployed
1306,32,4,FOOD
1307,51,3,HEALTHCARE
1308,25,2,FOOD
1309,68,2,
1310,85,2,
1311,60,5,Unemployed
1312,32,5,Unemployed
1313,69,4,
1314,20,5,HEALTHCARE
1315,87,2,
1316,97,6,
1317,23,4,Unemployed
1318,90,2,
1319,23,2,Unemployed
1320,23,3,Unemployed
1321,25,6,FOOD
1322,65,4,Unemployed
1323,68,2,
1324,8,4,
1325,34,4,Unemployed
1326,31,2,Unemployed
1327,20,2,Unemployed
1328,14,4,
1329,82,2,
1330,64,2,Unemployed
1331,75,4,
1332,53,6,Unemployed
1333,64,2,HEALTHCARE
1334,78,2,
1335,12,1,
1336,51,2,Unemployed
1337,74,2,
1338,41,1,Unemployed
1339,31,3,WASTEMANAGEMENT
1340,52,2,Unemployed
1341,59,5,Unemployed
1342,50,4,Unemployed
1343,38,2,Unemployed
1344,7,2,
1345,67,3,
1346,1,2,
1347,10,4,
1348,40,6,Unemployed
1349,54,2,Unemployed
1350,16,4,
1351,73,5,
1352,44,2,Unemployed
1353,76,2,
1354,30,5,FOOD
1355,47,2,Unemployed
1356,42,1,Unemployed
1357,64,1,Unemployed
1358,51,2,Unemployed
1359,1,3,
1360,79,2,
1361,0,5,
1362,82,5,
1363,7,2,
1364,39,3,HEALTHCARE
1365,57,2,FOOD
1366,70,3,
1367,56,3,Unemployed
1368,47,2,Unemployed
1369,50,1,Unemployed
1370,74,4,
1371,60,6,FOOD
1372,56,5,Unemployed
1373,66,5,
