ID,Age,Household Size,Occupations
337,19,3,Unemployed
338,42,5,REALESTATERENTAL
339,7,3,
340,58,5,Unemployed
341,72,5,
342,26,2,Unemployed
343,29,3,Unemployed
344,76,4,
345,16,4,
346,21,4,Unemployed
347,64,6,Unemployed
348,62,2,Unemployed
349,1,3,
350,50,2,HEALTHCARE
351,33,4,Unemployed
352,92,2,
353,27,6,Unemployed
354,70,4,
355,19,3,HEALTHCARE
356,40,6,Unemployed
357,50,4,HEALTHCARE
358,66,4,
359,54,5,Unemployed
360,70,1,
361,36,1,HEALTHCARE
362,57,2,Unemployed
363,95,2,
364,45,3,Unemployed
365,55,2,HEALTHCARE
366,43,2,FOOD
367,67,5,
368,43,4,HEALTHCARE
369,40,5,Unemployed
370,37,2,Unemployed
371,53,3,Unemployed
372,75,3,
373,11,2,
374,24,1,Unemployed
375,49,2,HEALTHCARE
376,56,4,Unemployed
377,42,2,Unemployed
378,80,6,
379,26,2,HEALTHCARE
380,59,6,HEALTHCARE
381,45,1,Unemployed
382,49,6,FOOD
383,43,4,Unemployed
384,4,2,
385,57,3,Unemployed
386,8,2,
387,70,5,
388,35,1,Unemployed
389,5,4,
390,39,2,Unemployed
391,40,3,Unemployed
392,15,6,
393,1,5,
394,50,2,Unemployed
395,32,4,FOOD
396,0,6,
397,61,2,Unemployed
398,41,1,Unemployed
399,14,4,
400,68,2,
401,58,4,Unemployed
402,14,2,
403,21,4,Unemployed
404,48,2,Unemployed
405,40,3,Unemployed
406,48,4,Unemployed
407,92,1,
408,50,3,Unemployed
409,15,5,
410,79,3,
411,20,3,FOOD
412,49,5,Unemployed
413,57,5,Unemployed
414,53,6,HEALTHCARE
415,63,6,Unemployed
416,23,5,Unemployed
417,21,3,HEALTHCARE
418,52,2,Unemployed
419,62,4,HEALTHCARE
420,5,4,
421,26,5,Unemployed
422,69,4,
423,14,2,
424,88,2,
425,46,5,HEALTHCARE
426,31,3,FOOD
427,21,4,Unemployed
428,72,5,
429,57,5,HEALTHCARE
430,15,2,
431,44,5,FOOD
432,58,1,Unemployed
433,1,1,
434,99,4,
435,68,2,
436,49,3,Unemployed
437,61,5,Unemployed
438,25,2,Unemployed
439,86,2,
440,45,3,Unemployed
441,57,2,Unemployed
442,39,3,Unemployed
443,3,5,
444,29,5,HEALTHCARE
445,64,5,HEALTHCARE
446,5,4,
447,59,3,OTHER
448,78,3,
449,19,2,Unemployed
450,18,2,FOOD
451,38,1,Unemployed
452,36,5,Unemployed
453,68,5,
454,57,1,Unemployed
455,26,2,Unemployed
456,8,6,
457,42,3,Unemployed
458,14,1,
459,68,3,
460,21,2,Unemployed
461,64,2,Unemployed
462,53,2,Unemployed
463,54,5,Unemployed
464,51,3,HEALTHCARE
465,11,5,
466,14,4,
467,9,2,
468,50,2,Unemployed
469,34,3,HEALTHCARE
470,21,5,Unemployed
471,77,6,
472,87,5,
473,29,4,Unemployed
474,0,2,
475,77,5,
476,29,1,FOOD
477,28,2,Unemployed
478,27,5,Unemployed
479,68,2,
480,65,4,Unemployed
481,46,4,Unemployed
482,93,6,
483,59,4,HEALTHCARE
484,2,3,
485,21,2,Unemployed
486,5,6,
487,27,2,Unemployed
488,47,2,Unemployed
489,16,5,
490,50,4,Unemployed
491,21,4,Unemployed
492,9,2,
493,17,2,
494,35,6,Unemployed
495,15,2,
496,24,3,Unemployed
497,23,5,Unemployed
498,49,5,Unemployed
499,93,4,
500,16,4,
501,13,6,
502,17,2,
503,24,4,HEALTHCARE
504,63,1,Unemployed
505,17,4,
506,75,5,
507,14,4,
508,21,3,FOOD
509,96,2,
510,69,6,
511,24,4,Unemployed
512,57,4,WASTEMANAGEMENT
513,15,6,
514,55,4,HEALTHCARE
515,56,6,Unemployed
516,36,2,Unemployed
517,27,2,Unemployed
518,51,3,HEALTHCARE
519,9,2,
520,69,4,
521,63,2,Unemployed
522,47,2,Unemployed
523,56,2,Unemployed
524,50,4,Unemployed
525,43,2,FOOD
526,40,2,Unemployed
527,70,5,
528,81,2,
529,61,5,Unemployed
530,13,5,
531,11,4,
532,0,3,
533,48,2,Unemployed
534,89,3,
535,72,2,
536,69,2,
537,64,3,Unemployed
538,42,1,Unemployed
539,10,5,
540,72,4,
541,51,5,Unemployed
542,64,2,HEALTHCARE
543,63,4,Unemployed
544,71,3,
545,38,1,Unemployed
546,57,4,HEALTHCARE
547,29,4,FOOD
548,80,2,
549,72,2,
550,95,2,
551,8,3,
552,16,4,
553,78,5,
554,20,2,Unemployed
555,27,2,Unemployed
556,32,6,HEALTHCARE
557,23,3,Unemployed
558,81,4,
559,6,1,
560,51,6,Unemployed
561,16,2,
562,35,5,Unemployed
563,13,2,
564,0,1,
565,19,1,HEALTHCARE
566,0,3,
567,64,4,Unemployed
568,69,6,
569,48,6,Unemployed
570,61,6,Unemployed
571,8,2,
572,21,6,FOOD
573,46,3,Unemployed
574,79,4,
575,36,3,FOOD
576,74,4,
577,42,1,Unemployed
578,13,4,
579,9,5,
580,98,4,
581,54,4,HEALTHCARE
582,66,3,
583,2,3,
584,0,2,
585,11,1,
586,28,2,HEALTHCARE
587,56,1,Unemployed
588,48,2,Unemployed
589,41,3,Unemployed
590,62,2,FOOD
591,73,2,
592,55,2,Unemployed
593,30,2,HEALTHCARE
594,15,6,
595,67,5,
596,41,2,Unemployed
597,4,2,
598,68,3,
599,70,4,
600,65,1,Unemployed
601,63,5,Unemployed
602,7,3,
603,7,2,
604,7,2,
605,37,1,Unemployed
606,34,2,Unemployed
607,68,4,
608,68,2,
609,1,6,
610,67,2,
611,20,2,HEALTHCARE
612,17,5,
613,4,3,
614,30,2,Unemployed
615,8,5,
616,60,4,Unemployed
617,16,2,
618,7,2,
619,36,2,HEALTHCARE
620,67,1,
621,81,3,
622,10,6,
623,55,3,Unemployed
624,15,3,
625,51,5,HEALTHCARE
626,69,4,
627,58,3,HEALTHCARE
628,72,3,
629,2,4,
630,71,1,
631,21,6,Unemployed
632,41,2,Unemployed
633,41,3,Unemployed
634,20,4,Unemployed
635,28,2,Unemployed
636,66,2,
637,57,2,Unemployed
638,47,1,Unemployed
639,25,2,HEALTHCARE
640,4,4,
641,72,2,
642,53,2,HEALTHCARE
643,6,5,
644,61,4,Unemployed
645,7,5,
646,56,3,Unemployed
647,9,3,
648,8,3,
649,46,1,Unemployed
650,25,2,Unemployed
651,39,2,Unemployed
652,56,1,HEALTHCARE
653,58,3,Unemployed
654,93,4,
655,6,2,
656,11,4,
657,14,2,
658,51,3,HEALTHCARE
659,33,2,Unemployed
660,4,4,
661,3,4,
662,1,5,
663,37,1,OTHER
664,20,2,Unemployed
665,55,4,Unemployed
666,41,3,HEALTHCARE
667,20,4,Unemployed
668,52,4,HEALTHCARE
669,73,2,
670,5,5,
671,19,2,HEALTHCARE
672,49,2,Unemployed
673,81,5,
674,81,2,
675,19,2,Unemployed
676,64,1,Unemployed
677,26,4,Unemployed
678,72,6,
679,34,2,Unemployed
680,8,2,
681,79,4,
682,61,4,Unemployed
683,17,4,
684,6,4,
685,2,4,
686,75,2,
687,30,4,Unemployed
688,1,2,
689,30,1,Unemployed
690,41,5,HEALTHCARE
691,15,6,
692,50,1,FOOD
693,12,2,
694,54,5,Unemployed
695,47,3,FOOD
696,2,2,
697,66,5,
698,43,4,Unemployed
699,75,5,
700,52,2,Unemployed
701,35,4,OTHER
702,21,2,Unemployed
703,21,2,OTHER
704,48,4,Unemployed
705,38,1,Unemployed
706,58,3,Unemployed
707,12,2,
708,38,4,HEALTHCARE
709,72,2,
710,3,3,
711,6,1,
712,25,1,Unemployed
713,34,2,Unemployed
714,40,5,Unemployed
715,27,2,Unemployed
716,53,1,Unemployed
717,77,5,
718,35,6,Unemployed
719,10,4,
720,3,2,
721,25,1,OTHER
722,30,5,Unemployed
723,7,2,
724,42,1,Unemployed
725,44,4,Unemployed
726,16,6,
727,6,2,
728,57,1,FOOD
729,86,2,
730,46,2,Unemployed
731,72,1,
732,78,3,
733,63,2,Unemployed
734,17,6,
735,98,1,
736,37,2,Unemployed
737,12,3,
738,32,3,Unemployed
739,63,2,HEALTHCARE
740,9,3,
741,57,4,Unemployed
742,67,5,
743,59,1,Unemployed
744,28,5,Unemployed
745,45,4,Unemployed
746,17,4,
747,56,5,Unemployed
748,72,4,
749,90,2,
750,46,6,Unemployed
751,2,5,
752,83,6,
753,4,2,
754,27,2,Unemployed
755,47,2,Unemployed
756,26,5,Unemployed
757,60,5,HEALTHCARE
758,9,3,
759,79,5,
760,29,5,HEALTHCARE
761,19,3,Unemployed
762,96,6,
763,15,6,
764,18,5,Unemployed
765,67,5,
766,61,3,Unemployed
767,36,2,Unemployed
768,77,5,
769,21,5,HEALTHCARE
770,19,2,Unemployed
771,7,4,
772,7,4,
773,6,5,
774,67,6,
775,14,2,
776,7,2,
777,22,4,Unemployed
778,2,6,
779,11,5,
780,65,6,Unemployed
781,27,3,WASTEMANAGEMENT
782,9,4,
783,45,1,Unemployed
784,23,3,Unemployed
785,30,3,Unemployed
786,60,1,Unemployed
787,30,6,HEALTHCARE
788,35,5,Unemployed
789,6,2,
790,36,2,WASTEMANAGEMENT
791,44,2,INFORMATION
792,71,2,
793,77,2,
794,59,3,Unemployed
795,61,3,Unemployed
796,57,6,Unemployed
797,3,2,
798,19,4,Unemployed
799,48,4,Unemployed
800,59,3,Unemployed
801,78,5,
802,1,4,
803,34,4,Unemployed
804,19,1,Unemployed
805,67,2,
806,33,3,Unemployed
807,71,4,
808,40,2,Unemployed
809,49,1,Unemployed
810,31,4,Unemployed
811,81,4,
812,70,3,
813,72,6,
814,63,3,Unemployed
815,10,5,
816,6,3,
817,79,2,
818,43,5,Unemployed
819,100,6,
820,2,4,
821,10,3,
822,2,1,
823,84,2,
824,46,5,Unemployed
825,17,3,
826,10,6,
827,59,5,Unemployed
828,100,2,
829,51,5,Unemployed
830,38,6,Unemployed
831,71,3,
832,96,4,
833,76,6,
834,18,5,Unemployed
835,3,5,
836,18,3,Unemployed
837,49,2,Unemployed
838,3,6,
839,52,3,Unemployed
840,43,6,Unemployed
841,6,5,
842,93,2,
843,6,5,
844,38,2,Unemployed
845,24,2,FOOD
846,29,2,Unemployed
847,39,1,Unemployed
848,12,3,
849,44,4,Unemployed
850,44,1,WASTEMANAGEMENT
851,18,4,WASTEMANAGEMENT
852,77,2,
853,18,1,WASTEMANAGEMENT
854,12,2,
855,61,1,Unemployed
856,83,5,
857,56,5,HEALTHCARE
858,3,5,
859,52,6,Unemployed
860,42,6,Unemployed
861,34,4,Unemployed
862,68,4,
863,46,3,Unemployed
864,11,2,
865,35,2,Unemployed
866,71,3,
867,25,2,Unemployed
868,23,5,FOOD
869,54,6,Unemployed
870,53,5,Unemployed
871,57,5,Unemployed
872,63,4,Unemployed
873,7,4,
874,42,6,HEALTHCARE
875,34,5,Unemployed
876,77,2,
877,62,1,HEALTHCARE
878,28,6,Unemployed
879,65,2,Unemployed
880,2,6,
881,38,3,Unemployed
882,54,2,Unemployed
883,48,1,Unemployed
884,41,6,Unemployed
885,69,5,
886,18,6,Unemployed
887,59,2,Unemployed
888,20,4,Unemployed
889,18,2,Unemployed
890,32,3,HEALTHCARE
891,61,3,Unemployed
892,73,4,
893,53,5,Unemployed
894,16,2,
895,58,4,Unemployed
896,78,3,
897,9,4,
898,22,5,Unemployed
899,42,2,Unemployed
900,19,5,Unemployed
901,37,3,FOOD
902,28,2,HEALTHCARE
903,17,2,
904,62,2,HEALTHCARE
905,13,4,
906,78,5,
907,41,4,Unemployed
908,44,4,HEALTHCARE
909,70,6,
910,49,1,FOOD
911,37,5,Unemployed
912,20,3,Unemployed
913,63,2,Unemployed
914,37,2,Unemployed
915,0,2,
916,28,2,Unemployed
917,9,4,
918,81,2,
919,22,4,Unemployed
920,10,2,
921,7,4,
922,38,2,Unemployed
923,62,2,FOOD
924,55,6,FOOD
925,76,4,
926,17,4,
927,52,2,Unemployed
928,9,2,
929,19,2,Unemployed
930,50,6,Unemployed
931,57,1,Unemployed
932,57,4,Unemployed
933,45,4,HEALTHCARE
934,85,4,
935,15,4,
936,3,6,
937,56,2,Unemployed
938,55,4,Unemployed
939,58,3,Unemployed
940,72,6,
941,75,4,
942,2,4,
943,23,4,HEALTHCARE
944,11,2,
945,48,5,Unemployed
946,8,3,
947,53,2,Unemployed
948,58,2,Unemployed
949,87,2,
950,13,5,
951,5,5,
952,69,6,
953,21,4,Unemployed
954,63,5,HEALTHCARE
955,70,5,
956,29,5,HEALTHCARE
957,3,6,
958,8,2,
959,32,1,HEALTHCARE
960,32,5,Unemployed
961,37,4,Unemployed
962,53,3,Unemployed
963,82,5,
964,53,3,Unemployed
965,26,5,Unemployed
966,24,5,Unemployed
967,39,6,Unemployed
968,69,1,
969,42,2,Unemployed
970,27,1,Unemployed
971,52,4,Unemployed
972,37,2,HEALTHCARE
973,40,5,Unemployed
974,55,2,Unemployed
975,16,2,
976,46,2,Unemployed
977,34,5,Unemployed
978,42,2,OTHER
979,72,1,
980,96,3,
981,0,3,
982,46,3,Unemployed
983,40,2,Unemployed
984,18,4,Unemployed
985,37,2,HEALTHCARE
986,4,6,
987,29,6,Unemployed
988,38,2,Unemployed
989,75,5,
990,42,2,Unemployed
991,24,3,Unemployed
992,59,2,Unemployed
993,13,5,
994,55,4,Unemployed
995,50,2,HEALTHCARE
996,12,2,
997,28,4,Unemployed
998,76,2,
999,98,4,
1000,24,3,Unemployed
1001,28,6,Unemployed
1002,58,1,REALESTATERENTAL
1003,100,5,
1004,33,6,Unemployed
1005,15,5,
1006,55,4,Unemployed
1007,60,2,Unemployed
1008,55,2,Unemployed
1009,26,2,Unemployed
1010,12,3,
1011,60,3,Unemployed
1012,66,6,
1013,57,2,Unemployed
1014,66,4,
1015,20,4,Unemployed
1016,53,2,Unemployed
1017,31,4,HEALTHCARE
1018,51,2,FOOD
1019,14,4,
1020,74,2,
1021,33,4,Unemployed
1022,57,6,Unemployed
1023,24,4,Unemployed
1024,24,4,Unemployed
1025,18,2,Unemployed
1026,62,2,Unemployed
1027,52,4,Unemployed
1028,38,1,INFORMATION
1029,26,4,Unemployed
1030,67,5,
1031,56,4,Unemployed
1032,31,5,Unemployed
1033,39,5,Unemployed
1034,91,2,
1035,74,6,
1036,36,1,HEALTHCARE
1037,46,2,Unemployed
1038,39,2,HEALTHCARE
1039,49,5,Unemployed
1040,92,4,
1041,48,1,Unemployed
1042,3,4,
1043,9,3,
1044,91,3,
1045,56,2,Unemployed
1046,73,2,
1047,25,3,FOOD
1048,45,1,Unemployed
1049,18,4,Unemployed
1050,99,3,
1051,9,2,
1052,66,5,
1053,5,3,
1054,49,2,Unemployed
1055,79,2,
1056,58,2,Unemployed
1057,89,1,
1058,10,4,
1059,35,4,Unemployed
1060,34,5,Unemployed
1061,17,1,
1062,46,3,Unemployed
1063,5,5,
1064,10,3,
1065,14,3,
1066,66,3,
1067,70,3,
1068,28,2,HEALTHCARE
1069,61,3,Unemployed
1070,53,3,Unemployed
1071,5,3,
1072,44,2,Unemployed
1073,11,6,
1074,47,4,Unemployed
1075,1,3,
1076,7,3,
1077,31,2,Unemployed
1078,9,2,
1079,53,2,Unemployed
1080,18,2,Unemployed
1081,13,1,
1082,9,2,
1083,60,4,Unemployed
1084,54,1,Unemployed
1085,41,3,Unemployed
1086,69,6,
1087,62,6,Unemployed
1088,43,5,Unemployed
1089,45,3,Unemployed
1090,65,1,Unemployed
1091,16,4,
1092,43,2,Unemployed
1093,32,4,Unemployed
1094,13,3,
1095,60,6,Unemployed
1096,60,4,Unemployed
1097,12,5,
1098,74,3,
1099,35,5,FOOD
1100,54,6,HEALTHCARE
1101,39,2,Unemployed
1102,81,5,
1103,67,2,
1104,50,4,Unemployed
1105,0,5,
1106,3,5,
1107,16,2,
1108,47,5,Unemployed
1109,22,4,Unemployed
1110,7,2,
1111,63,6,Unemployed
1112,8,5,
1113,16,1,
1114,45,3,Unemployed
1115,32,2,Unemployed
1116,50,2,Unemployed
1117,33,3,FOOD
1118,64,4,Unemployed
1119,79,4,
1120,78,5,
1121,57,4,Unemployed
1122,54,5,HEALTHCARE
1123,31,4,Unemployed
1124,35,4,Unemployed
1125,39,6,Unemployed
1126,16,2,
1127,33,4,Unemployed
1128,62,4,Unemployed
1129,35,5,HEALTHCARE
1130,8,4,
1131,16,1,
1132,82,2,
1133,52,5,Unemployed
1134,72,2,
1135,11,5,
1136,68,2,
1137,11,4,
1138,53,4,HEALTHCARE
1139,53,5,FOOD
1140,63,4,Unemployed
1141,63,2,HEALTHCARE
1142,83,3,
1143,56,6,Unemployed
1144,80,2,
1145,66,4,
1146,6,3,
1147,16,2,
1148,72,1,
1149,31,6,Unemployed
1150,37,5,FOOD
1151,51,2,Unemployed
1152,68,1,
1153,42,1,Unemployed
1154,33,4,Unemployed
1155,45,2,Unemployed
1156,40,5,Unemployed
1157,98,2,
1158,83,2,
1159,34,2,Unemployed
1160,22,3,Unemployed
1161,5,6,
1162,36,4,Unemployed
1163,45,4,Unemployed
1164,64,4,HEALTHCARE
1165,97,6,
1166,44,3,REALESTATERENTAL
1167,58,4,Unemployed
1168,21,5,Unemployed
1169,64,4,Unemployed
1170,15,2,
1171,31,4,Unemployed
1172,60,1,Unemployed
1173,14,4,
1174,77,5,
1175,20,5,Unemployed
1176,8,3,
1177,61,5,Unemployed
1178,41,5,Unemployed
1179,43,3,Unemployed
1180,62,5,HEALTHCARE
1181,3,6,
1182,43,2,HEALTHCARE
1183,32,6,Unemployed
1184,70,4,
1185,49,3,HEALTHCARE
1186,12,4,
1187,7,2,
1188,96,2,
1189,17,6,
1190,63,5,Unemployed
1191,69,4,
1192,61,6,Unemployed
1193,42,2,Unemployed
1194,49,3,HEALTHCARE
1195,69,3,
1196,17,2,
1197,64,2,Unemployed
1198,34,2,Unemployed
1199,41,5,FOOD
1200,44,4,HEALTHCARE
1201,15,2,
1202,13,5,
1203,77,2,
1204,1,4,
1205,10,2,
1206,1,2,
1207,61,4,Unemployed
1208,73,5,
1209,75,2,
1210,39,1,Unemployed
1211,1,2,
1212,17,4,
1213,62,2,Unemployed
1214,74,4,
1215,40,4,FOOD
1216,44,4,FOOD
1217,41,3,Unemployed
1218,18,4,Unemployed
1219,16,2,
1220,26,5,HEALTHCARE
1221,43,3,Unemployed
1222,89,6,
1223,58,4,Unemployed
1224,40,2,Unemployed
1225,63,4,Unemployed
1226,7,2,
1227,55,6,Unemployed
1228,93,2,
1229,26,6,Unemployed
1230,3,2,
1231,3,2,
1232,55,6,Unemployed
1233,2,6,
1234,9,6,
1235,0,5,
1236,86,2,
1237,47,3,HEALTHCARE
1238,8,5,
1239,71,3,
1240,63,3,Unemployed
1241,51,2,Unemployed
1242,35,1,HEALTHCARE
1243,79,1,
1244,22,4,Unemployed
1245,26,2,Unemployed
1246,1,2,
1247,78,5,
1248,29,2,Unemployed
1249,67,4,
1250,3,2,
1251,42,1,Unemployed
1252,24,3,HEALTHCARE
1253,74,2,
1254,69,4,
1255,42,5,Unemployed
1256,57,2,Unemployed
1257,42,2,Unemployed
1258,49,5,Unemployed
1259,65,2,Unemployed
1260,69,2,
1261,10,4,
1262,7,1,
1263,51,4,Unemployed
1264,55,5,Unemployed
1265,54,2,HEALTHCARE
1266,40,3,FOOD
1267,15,4,
1268,10,6,
1269,10,2,
1270,66,3,
1271,18,5,FOOD
1272,18,6,HEALTHCARE
1273,32,1,Unemployed
1274,43,5,Unemployed
1275,45,5,Unemployed
1276,77,2,
1277,59,1,HEALTHCARE
1278,60,5,Unemployed
1279,24,3,Unemployed
1280,99,5,
1281,58,4,HEALTHCARE
1282,66,4,
1283,36,2,HEALTHCARE
1284,2,5,
1285,44,2,Unemployed
1286,27,2,Unemployed
1287,56,2,Unemployed
1288,22,2,HEALTHCARE
1289,68,4,
1290,81,6,
1291,50,1,Unemployed
1292,69,3,
1293,55,5,WASTEMANAGEMENT
1294,57,2,HEALTHCARE
1295,18,1,Unemployed
1296,72,4,
1297,39,2,Unemployed
1298,77,4,
1299,69,1,
1300,11,3,
1301,56,2,Unemployed
1302,61,2,Unemployed
1303,45,3,HEALTHCARE
1304,68,4,
1305,25,2,Unemployed
1306,47,3,HEALTHCARE
1307,41,4,Unemployed
1308,36,3,Unemployed
1309,33,3,Unemployed
1310,27,2,Unemployed
1311,19,2,Unemployed
1312,75,4,
1313,67,2,
1314,31,2,Unemployed
1315,69,3,
1316,49,3,Unemployed
1317,86,3,
1318,22,2,Unemployed
1319,41,1,Unemployed
1320,57,6,Unemployed
1321,87,5,
1322,49,4,HEALTHCARE
1323,80,4,
1324,49,5,Unemployed
1325,76,6,
1326,1,3,
1327,49,2,Unemployed
1328,22,4,Unemployed
1329,77,3,
1330,27,5,FOOD
1331,48,5,HEALTHCARE
1332,54,6,HEALTHCARE
1333,2,2,
1334,7,2,
1335,91,4,
1336,57,4,Unemployed
1337,78,4,
1338,68,3,
1339,49,5,Unemployed
1340,93,2,
