ID,Age,Household Size,Occupations,Household ID
791,65,3,FOOD,4061
792,52,2,FOOD,1880
793,72,1,,131
794,68,3,,4062
795,79,6,,5080
796,79,2,,1880
797,1,5,,4973
798,53,2,FOOD,1881
799,9,2,,1881
800,41,2,FOOD,1882
801,69,5,,4973
802,15,4,,4616
803,30,3,FOOD,4062
804,27,4,FOOD,4616
805,61,5,FOOD,4973
806,7,5,,4973
807,72,1,,132
808,72,2,,1882
809,65,4,FOOD,4617
810,5,5,,4974
811,65,1,FOOD,133
812,66,3,,4062
813,53,2,FOOD,1883
814,70,1,,134
815,75,4,,4617
816,79,4,,4617
817,93,4,,4617
818,27,4,FOOD,4618
819,99,3,,4063
820,76,3,,4063
821,69,4,,4618
822,56,3,WASTEMANAGEMENT,4063
823,66,2,,1883
824,15,2,,1884
825,62,3,FOOD,4064
826,57,2,WASTEMANAGEMENT,1884
827,56,1,WASTEMANAGEMENT,135
828,80,2,,1885
829,74,4,,4618
830,68,5,,4974
831,67,3,,4064
832,57,2,FOOD,1885
833,38,4,FOOD,4618
834,79,2,,1886
835,13,4,,4619
836,95,2,,1886
837,1,2,,1887
838,13,2,,1887
839,10,5,,4974
840,70,5,,4974
841,32,2,WASTEMANAGEMENT,1888
842,67,4,,4619
843,53,3,WASTEMANAGEMENT,4064
844,76,4,,4619
845,18,1,FOOD,136
846,61,2,FOOD,1888
847,91,4,,4619
848,70,3,,4065
849,64,1,WASTEMANAGEMENT,137
850,40,2,FOOD,1889
851,44,3,FOOD,4065
852,49,2,FOOD,1889
853,25,2,FOOD,1890
854,88,2,,1890
855,4,3,,4065
856,87,2,,1891
857,78,2,,1891
858,60,2,FOOD,1892
859,89,3,,4066
860,63,1,FOOD,138
861,60,2,FOOD,1892
862,15,2,,1893
863,64,2,FOOD,1893
864,70,2,,1894
865,4,1,,139
866,95,2,,1894
867,75,1,,140
868,73,2,,1895
869,75,1,,141
870,49,2,FOOD,1895
871,48,2,FOOD,1896
872,72,2,,1896
873,68,2,,1897
874,75,3,,4066
875,7,4,,4620
876,83,2,,1897
877,39,3,FOOD,4066
878,35,1,WASTEMANAGEMENT,142
879,70,2,,1898
880,77,4,,4620
881,54,2,FOOD,1898
882,15,2,,1899
883,61,2,FOOD,1899
884,33,1,WASTEMANAGEMENT,143
885,67,4,,4620
886,60,2,FOOD,1900
887,57,2,FOOD,1900
888,77,1,,144
889,62,2,FOOD,1901
890,58,2,WASTEMANAGEMENT,1901
891,45,2,FOOD,1902
892,49,2,FOOD,1902
893,79,3,,4067
894,28,2,WASTEMANAGEMENT,1903
895,60,1,FOOD,145
896,35,2,FOOD,1903
897,5,3,,4067
898,63,2,FOOD,1904
899,57,1,FOOD,146
900,61,1,FOOD,147
901,66,2,,1904
902,59,4,FOOD,4620
903,41,2,FOOD,1905
904,77,2,,1905
905,69,2,,1906
906,51,2,WASTEMANAGEMENT,1906
907,71,2,,1907
908,73,1,,148
909,100,2,,1907
910,59,3,FOOD,4067
911,67,2,,1908
912,90,4,,4621
913,61,2,WASTEMANAGEMENT,1908
914,29,2,FOOD,1909
915,95,3,,4068
916,70,2,,1909
917,63,4,FOOD,4621
918,60,4,FOOD,4621
919,44,2,WASTEMANAGEMENT,1910
920,90,3,,4068
921,82,2,,1910
922,15,3,,4068
923,83,2,,1911
924,10,2,,1911
925,62,1,WASTEMANAGEMENT,149
926,70,4,,4621
927,28,1,FOOD,150
928,54,2,WASTEMANAGEMENT,1912
929,90,3,,4069
930,73,2,,1912
931,81,2,,1913
932,25,4,FOOD,4622
933,55,2,FOOD,1913
934,34,3,FOOD,4069
935,77,2,,1914
936,7,5,,4974
937,37,2,FOOD,1914
938,0,2,,1915
939,29,6,WASTEMANAGEMENT,5081
940,53,2,FOOD,1915
941,30,3,FOOD,4069
942,58,2,FOOD,1916
943,66,2,,1916
944,70,1,,151
945,13,4,,4622
946,74,5,,4975
947,28,2,FOOD,1917
948,64,2,FOOD,1917
949,32,2,WASTEMANAGEMENT,1918
950,10,4,,4622
951,44,1,FOOD,152
952,26,4,WASTEMANAGEMENT,4622
953,65,3,FOOD,4070
954,49,3,FOOD,4070
955,56,2,FOOD,1918
956,13,4,,4623
957,98,1,,153
958,77,1,,154
959,7,3,,4070
960,83,4,,4623
961,56,2,FOOD,1919
962,18,4,FOOD,4623
963,11,3,,4071
964,69,2,,1919
965,60,1,FOOD,155
966,60,3,FOOD,4071
967,70,3,,4071
968,37,6,FOOD,5081
969,67,2,,1920
970,63,3,FOOD,4072
971,28,2,FOOD,1920
972,88,6,,5081
973,36,4,FOOD,4623
974,38,4,FOOD,4624
975,47,2,FOOD,1921
976,30,3,FOOD,4072
977,78,2,,1921
978,1,2,,1922
979,84,2,,1922
980,32,1,FOOD,156
981,5,4,,4624
982,65,4,WASTEMANAGEMENT,4624
983,4,4,,4624
984,32,4,WASTEMANAGEMENT,4625
985,43,2,FOOD,1923
986,31,2,FOOD,1923
987,54,3,FOOD,4072
988,45,1,FOOD,157
989,75,1,,158
990,10,4,,4625
991,40,1,WASTEMANAGEMENT,159
992,60,3,FOOD,4073
993,35,4,FOOD,4625
994,38,3,FOOD,4073
995,61,2,WASTEMANAGEMENT,1924
996,94,3,,4073
997,65,4,Unemployed,4625
998,61,4,FOOD,4626
999,43,2,WASTEMANAGEMENT,1924
1000,61,3,WASTEMANAGEMENT,4074
1001,60,5,FOOD,4975
1002,40,4,FOOD,4626
1003,60,3,FOOD,4074
1004,61,4,FOOD,4626
1005,85,4,,4626
1006,19,2,FOOD,1925
1007,77,1,,160
1008,88,2,,1925
1009,2,2,,1926
1010,37,4,FOOD,4627
1011,50,4,FOOD,4627
1012,93,2,,1926
1013,75,4,,4627
1014,0,4,,4627
1015,65,4,FOOD,4628
1016,54,6,FOOD,5081
1017,78,2,,1927
1018,56,5,FOOD,4975
1019,74,2,,1927
1020,19,2,FOOD,1928
1021,58,4,WASTEMANAGEMENT,4628
1022,71,4,,4628
1023,12,2,,1928
1024,18,1,FOOD,161
1025,48,6,FOOD,5081
1026,89,1,,162
1027,99,3,,4074
1028,41,2,WASTEMANAGEMENT,1929
1029,79,4,,4628
1030,90,5,,4975
1031,62,3,WASTEMANAGEMENT,4075
1032,90,3,,4075
1033,83,2,,1929
1034,34,1,FOOD,163
1035,35,1,FOOD,164
1036,44,4,FOOD,4629
1037,69,3,,4075
1038,59,3,FOOD,4076
1039,62,2,FOOD,1930
1040,26,2,FOOD,1930
1041,25,4,FOOD,4629
1042,47,3,WASTEMANAGEMENT,4076
1043,60,4,FOOD,4629
1044,19,5,FOOD,4975
1045,16,2,,1931
1046,43,2,WASTEMANAGEMENT,1931
1047,55,2,FOOD,1932
1048,88,2,,1932
1049,11,3,,4076
1050,12,3,,4077
1051,55,1,FOOD,165
1052,64,3,FOOD,4077
1053,58,2,FOOD,1933
1054,79,4,,4629
1055,16,2,,1933
1056,45,1,FOOD,166
1057,13,2,,1934
1058,64,1,FOOD,167
1059,95,2,,1934
1060,51,2,FOOD,1935
1061,76,3,,4077
1062,55,1,FOOD,168
1063,75,2,,1935
1064,58,4,FOOD,4630
1065,45,2,Unemployed,1936
1066,60,5,FOOD,4976
1067,75,1,,169
1068,2,4,,4630
1069,48,1,FOOD,170
1070,27,4,FOOD,4630
